GEOID,NAME,estimate
18149,"Starke County, Indiana",22941
18151,"Steuben County, Indiana",34474
18153,"Sullivan County, Indiana",20792
18155,"Switzerland County, Indiana",10628
18157,"Tippecanoe County, Indiana",189294
18159,"Tipton County, Indiana",15218
18161,"Union County, Indiana",7153
18163,"Vanderburgh County, Indiana",181313
18165,"Vermillion County, Indiana",15560
18167,"Vigo County, Indiana",107693
18169,"Wabash County, Indiana",31631
18171,"Warren County, Indiana",8247
18173,"Warrick County, Indiana",61928
18175,"Washington County, Indiana",27827
18177,"Wayne County, Indiana",66613
18179,"Wells County, Indiana",27947
18181,"White County, Indiana",24217
18183,"Whitley County, Indiana",33649
19001,"Adair County, Iowa",7124
19003,"Adams County, Iowa",3726
19005,"Allamakee County, Iowa",13880
19007,"Appanoose County, Iowa",12510
19009,"Audubon County, Iowa",5637
19011,"Benton County, Iowa",25626
19013,"Black Hawk County, Iowa",133009
19015,"Boone County, Iowa",26399
19017,"Bremer County, Iowa",24782
19019,"Buchanan County, Iowa",21125
19021,"Buena Vista County, Iowa",20260
19023,"Butler County, Iowa",14735
19025,"Calhoun County, Iowa",9780
19027,"Carroll County, Iowa",20344
19029,"Cass County, Iowa",13191
19031,"Cedar County, Iowa",18445
19033,"Cerro Gordo County, Iowa",42984
19035,"Cherokee County, Iowa",11468
19037,"Chickasaw County, Iowa",12099
19039,"Clarke County, Iowa",9282
19041,"Clay County, Iowa",16313
19043,"Clayton County, Iowa",17672
19045,"Clinton County, Iowa",47218
19047,"Crawford County, Iowa",17132
19049,"Dallas County, Iowa",84002
19051,"Davis County, Iowa",8885
19053,"Decatur County, Iowa",8044
19055,"Delaware County, Iowa",17258
19057,"Des Moines County, Iowa",39600
19059,"Dickinson County, Iowa",17056
19061,"Dubuque County, Iowa",96802
19063,"Emmet County, Iowa",9551
19065,"Fayette County, Iowa",19929
19067,"Floyd County, Iowa",15858
19069,"Franklin County, Iowa",10245
19071,"Fremont County, Iowa",6968
19073,"Greene County, Iowa",9003
19075,"Grundy County, Iowa",12341
19077,"Guthrie County, Iowa",10674
19079,"Hamilton County, Iowa",15110
19081,"Hancock County, Iowa",10888
19083,"Hardin County, Iowa",17127
19085,"Harrison County, Iowa",14143
19087,"Henry County, Iowa",19926
19089,"Howard County, Iowa",9264
19091,"Humboldt County, Iowa",9566
19093,"Ida County, Iowa",6916
19095,"Iowa County, Iowa",16207
19097,"Jackson County, Iowa",19395
19099,"Jasper County, Iowa",36891
19101,"Jefferson County, Iowa",18077
19103,"Johnson County, Iowa",147001
19105,"Jones County, Iowa",20568
19107,"Keokuk County, Iowa",10200
19109,"Kossuth County, Iowa",15075
19111,"Lee County, Iowa",34541
19113,"Linn County, Iowa",222121
19115,"Louisa County, Iowa",11223
19117,"Lucas County, Iowa",8597
19119,"Lyon County, Iowa",11769
19121,"Madison County, Iowa",15890
19123,"Mahaska County, Iowa",22208
19125,"Marion County, Iowa",33207
19127,"Marshall County, Iowa",40271
19129,"Mills County, Iowa",14957
19131,"Mitchell County, Iowa",10631
19133,"Monona County, Iowa",8796
19135,"Monroe County, Iowa",7863
19137,"Montgomery County, Iowa",10155
19139,"Muscatine County, Iowa",42950
19141,"O'Brien County, Iowa",13911
19143,"Osceola County, Iowa",6115
19145,"Page County, Iowa",15363
19147,"Palo Alto County, Iowa",9055
19149,"Plymouth County, Iowa",25039
19151,"Pocahontas County, Iowa",6898
19153,"Polk County, Iowa",474274
19155,"Pottawattamie County, Iowa",93503
19157,"Poweshiek County, Iowa",18605
19159,"Ringgold County, Iowa",4984
19161,"Sac County, Iowa",9868
19163,"Scott County, Iowa",172288
19165,"Shelby County, Iowa",11694
19167,"Sioux County, Iowa",34825
19169,"Story County, Iowa",96922
19171,"Tama County, Iowa",17136
19173,"Taylor County, Iowa",6201
19175,"Union County, Iowa",12453
19177,"Van Buren County, Iowa",7223
19179,"Wapello County, Iowa",35315
19181,"Warren County, Iowa",49361
19183,"Washington County, Iowa",22143
19185,"Wayne County, Iowa",6413
19187,"Webster County, Iowa",36757
19189,"Winnebago County, Iowa",10571
19191,"Winneshiek County, Iowa",20401
19193,"Woodbury County, Iowa",102398
19195,"Worth County, Iowa",7489
19197,"Wright County, Iowa",12804
20001,"Allen County, Kansas",12630
20003,"Anderson County, Kansas",7852
20005,"Atchison County, Kansas",16363
20007,"Barber County, Kansas",4733
20009,"Barton County, Kansas",26791
20011,"Bourbon County, Kansas",14702
20013,"Brown County, Kansas",9664
20015,"Butler County, Kansas",66468
20017,"Chase County, Kansas",2645
20019,"Chautauqua County, Kansas",3367
20021,"Cherokee County, Kansas",20331
20023,"Cheyenne County, Kansas",2677
20025,"Clark County, Kansas",2053
20027,"Clay County, Kansas",8142
20029,"Cloud County, Kansas",9060
20031,"Coffey County, Kansas",8296
20033,"Comanche County, Kansas",1780
20035,"Cowley County, Kansas",35591
20037,"Crawford County, Kansas",39108
20039,"Decatur County, Kansas",2881
20041,"Dickinson County, Kansas",19004
20043,"Doniphan County, Kansas",7736
20045,"Douglas County, Kansas",119319
20047,"Edwards County, Kansas",2925
20049,"Elk County, Kansas",2562
20051,"Ellis County, Kansas",28878
20053,"Ellsworth County, Kansas",6293
20055,"Finney County, Kansas",36957
20057,"Ford County, Kansas",34484
20059,"Franklin County, Kansas",25563
20061,"Geary County, Kansas",34895
20063,"Gove County, Kansas",2619
20065,"Graham County, Kansas",2545
20067,"Grant County, Kansas",7616
20069,"Gray County, Kansas",6037
20071,"Greeley County, Kansas",1200
20073,"Greenwood County, Kansas",6156
20075,"Hamilton County, Kansas",2616
20077,"Harper County, Kansas",5673
20079,"Harvey County, Kansas",34555
20081,"Haskell County, Kansas",4047
20083,"Hodgeman County, Kansas",1842
20085,"Jackson County, Kansas",13318
20087,"Jefferson County, Kansas",18888
20089,"Jewell County, Kansas",2916
20091,"Johnson County, Kansas",585502
20093,"Kearny County, Kansas",3932
20095,"Kingman County, Kansas",7470
20097,"Kiowa County, Kansas",2526
20099,"Labette County, Kansas",20367
20101,"Lane County, Kansas",1642
20103,"Leavenworth County, Kansas",80042
20105,"Lincoln County, Kansas",3097
20107,"Linn County, Kansas",9635
20109,"Logan County, Kansas",2810
20111,"Lyon County, Kansas",33299
20113,"McPherson County, Kansas",28630
20115,"Marion County, Kansas",12032
20117,"Marshall County, Kansas",9798
20119,"Meade County, Kansas",4261
20121,"Miami County, Kansas",33127
20123,"Mitchell County, Kansas",6222
20125,"Montgomery County, Kansas",32970
20127,"Morris County, Kansas",5566
20129,"Morton County, Kansas",2838
20131,"Nemaha County, Kansas",10104
20133,"Neosho County, Kansas",16125
20135,"Ness County, Kansas",2955
20137,"Norton County, Kansas",5486
20139,"Osage County, Kansas",15882
20141,"Osborne County, Kansas",3603
20143,"Ottawa County, Kansas",5902
20145,"Pawnee County, Kansas",6709
20147,"Phillips County, Kansas",5408
20149,"Pottawatomie County, Kansas",23545
20151,"Pratt County, Kansas",9582
20153,"Rawlins County, Kansas",2509
20155,"Reno County, Kansas",63101
20157,"Republic County, Kansas",4686
20159,"Rice County, Kansas",9762
20161,"Riley County, Kansas",75296
20163,"Rooks County, Kansas",5118
20165,"Rush County, Kansas",3102
20167,"Russell County, Kansas",6977
20169,"Saline County, Kansas",54977
20171,"Scott County, Kansas",4949
20173,"Sedgwick County, Kansas",512064
20175,"Seward County, Kansas",22692
20177,"Shawnee County, Kansas",178284
20179,"Sheridan County, Kansas",2506
20181,"Sherman County, Kansas",5966
20183,"Smith County, Kansas",3663
20185,"Stafford County, Kansas",4214
20187,"Stanton County, Kansas",2063
20189,"Stevens County, Kansas",5686
20191,"Sumner County, Kansas",23208
20193,"Thomas County, Kansas",7824
20195,"Trego County, Kansas",2858
20197,"Wabaunsee County, Kansas",6888
20199,"Wallace County, Kansas",1575
20201,"Washington County, Kansas",5525
20203,"Wichita County, Kansas",2143
20205,"Wilson County, Kansas",8780
20207,"Woodson County, Kansas",3170
20209,"Wyandotte County, Kansas",164345
21001,"Adair County, Kentucky",19241
21003,"Allen County, Kentucky",20794
21005,"Anderson County, Kentucky",22214
21007,"Ballard County, Kentucky",8090
21009,"Barren County, Kentucky",43680
21011,"Bath County, Kentucky",12268
21013,"Bell County, Kentucky",27188
21015,"Boone County, Kentucky",129095
21017,"Bourbon County, Kentucky",20144
21019,"Boyd County, Kentucky",48091
21021,"Boyle County, Kentucky",29913
21023,"Bracken County, Kentucky",8306
21025,"Breathitt County, Kentucky",13116
21027,"Breckinridge County, Kentucky",20080
21029,"Bullitt County, Kentucky",79466
21031,"Butler County, Kentucky",12745
21033,"Caldwell County, Kentucky",12727
21035,"Calloway County, Kentucky",38776
21037,"Campbell County, Kentucky",92267
21039,"Carlisle County, Kentucky",4841
21041,"Carroll County, Kentucky",10711
21043,"Carter County, Kentucky",27290
21045,"Casey County, Kentucky",15796
21047,"Christian County, Kentucky",72263
21049,"Clark County, Kentucky",35872
21051,"Clay County, Kentucky",20621
21053,"Clinton County, Kentucky",10211
21055,"Crittenden County, Kentucky",9083
21057,"Cumberland County, Kentucky",6713
21059,"Daviess County, Kentucky",99937
21061,"Edmonson County, Kentucky",12122
21063,"Elliott County, Kentucky",7517
21065,"Estill County, Kentucky",14313
21067,"Fayette County, Kentucky",318734
21069,"Fleming County, Kentucky",14479
21071,"Floyd County, Kentucky",36926
21073,"Franklin County, Kentucky",50296
21075,"Fulton County, Kentucky",6210
21077,"Gallatin County, Kentucky",8703
21079,"Garrard County, Kentucky",17328
21081,"Grant County, Kentucky",24915
21083,"Graves County, Kentucky",37294
21085,"Grayson County, Kentucky",26178
21087,"Green County, Kentucky",11023
21089,"Greenup County, Kentucky",35765
21091,"Hancock County, Kentucky",8719
21093,"Hardin County, Kentucky",108095
21095,"Harlan County, Kentucky",27134
21097,"Harrison County, Kentucky",18668
21099,"Hart County, Kentucky",18627
21101,"Henderson County, Kentucky",46137
21103,"Henry County, Kentucky",15814
21105,"Hickman County, Kentucky",4568
21107,"Hopkins County, Kentucky",45664
21109,"Jackson County, Kentucky",13373
21111,"Jefferson County, Kentucky",767154
21113,"Jessamine County, Kentucky",52422
21115,"Johnson County, Kentucky",22843
21117,"Kenton County, Kentucky",164688
21119,"Knott County, Kentucky",15513
21121,"Knox County, Kentucky",31467
21123,"Larue County, Kentucky",14156
21125,"Laurel County, Kentucky",60180
21127,"Lawrence County, Kentucky",15783
21129,"Lee County, Kentucky",6751
21131,"Leslie County, Kentucky",10472
21133,"Letcher County, Kentucky",22676
21135,"Lewis County, Kentucky",13490
21137,"Lincoln County, Kentucky",24458
21139,"Livingston County, Kentucky",9263
21141,"Logan County, Kentucky",26849
21143,"Lyon County, Kentucky",8186
21145,"McCracken County, Kentucky",65284
21147,"McCreary County, Kentucky",17635
21149,"McLean County, Kentucky",9331
21151,"Madison County, Kentucky",89700
21153,"Magoffin County, Kentucky",12666
21155,"Marion County, Kentucky",19232
21157,"Marshall County, Kentucky",31166
21159,"Martin County, Kentucky",11919
21161,"Mason County, Kentucky",17153
21163,"Meade County, Kentucky",28326
21165,"Menifee County, Kentucky",6405
21167,"Mercer County, Kentucky",21516
21169,"Metcalfe County, Kentucky",10004
21171,"Monroe County, Kentucky",10634
21173,"Montgomery County, Kentucky",27759
21175,"Morgan County, Kentucky",13285
21177,"Muhlenberg County, Kentucky",31081
21179,"Nelson County, Kentucky",45388
21181,"Nicholas County, Kentucky",7100
21183,"Ohio County, Kentucky",24071
21185,"Oldham County, Kentucky",65374
21187,"Owen County, Kentucky",10741
21189,"Owsley County, Kentucky",4463
21191,"Pendleton County, Kentucky",14520
21193,"Perry County, Kentucky",26917
21195,"Pike County, Kentucky",60483
21197,"Powell County, Kentucky",12321
21199,"Pulaski County, Kentucky",64145
21201,"Robertson County, Kentucky",2143
21203,"Rockcastle County, Kentucky",16827
21205,"Rowan County, Kentucky",24499
21207,"Russell County, Kentucky",17760
21209,"Scott County, Kentucky",53517
21211,"Shelby County, Kentucky",46786
21213,"Simpson County, Kentucky",18063
21215,"Spencer County, Kentucky",18246
21217,"Taylor County, Kentucky",25500
21219,"Todd County, Kentucky",12350
21221,"Trigg County, Kentucky",14344
21223,"Trimble County, Kentucky",8637
21225,"Union County, Kentucky",14802
21227,"Warren County, Kentucky",126427
21229,"Washington County, Kentucky",12019
21231,"Wayne County, Kentucky",20609
21233,"Webster County, Kentucky",13155
21235,"Whitley County, Kentucky",36089
21237,"Wolfe County, Kentucky",7223
21239,"Woodford County, Kentucky",26097
22001,"Acadia Parish, Louisiana",62568
22003,"Allen Parish, Louisiana",25661
22005,"Ascension Parish, Louisiana",121176
22007,"Assumption Parish, Louisiana",22714
22009,"Avoyelles Parish, Louisiana",40882
22011,"Beauregard Parish, Louisiana",36769
22013,"Bienville Parish, Louisiana",13668
22015,"Bossier Parish, Louisiana",126131
22017,"Caddo Parish, Louisiana",248361
22019,"Calcasieu Parish, Louisiana",200182
22021,"Caldwell Parish, Louisiana",9996
22023,"Cameron Parish, Louisiana",6868
22025,"Catahoula Parish, Louisiana",9893
22027,"Claiborne Parish, Louisiana",16153
22029,"Concordia Parish, Louisiana",20021
22031,"De Soto Parish, Louisiana",27216
22033,"East Baton Rouge Parish, Louisiana",444094
22035,"East Carroll Parish, Louisiana",7225
22037,"East Feliciana Parish, Louisiana",19499
22039,"Evangeline Parish, Louisiana",33636
22041,"Franklin Parish, Louisiana",20322
22043,"Grant Parish, Louisiana",22348
22045,"Iberia Parish, Louisiana",72691
22047,"Iberville Parish, Louisiana",32956
22049,"Jackson Parish, Louisiana",15926
22051,"Jefferson Parish, Louisiana",435300
22053,"Jefferson Davis Parish, Louisiana",31467
22055,"Lafayette Parish, Louisiana",240091
22057,"Lafourche Parish, Louisiana",98214
22059,"LaSalle Parish, Louisiana",14949
22061,"Lincoln Parish, Louisiana",47356
22063,"Livingston Parish, Louisiana",138111
22065,"Madison Parish, Louisiana",11472
22067,"Morehouse Parish, Louisiana",25992
22069,"Natchitoches Parish, Louisiana",38963
22071,"Orleans Parish, Louisiana",389648
22073,"Ouachita Parish, Louisiana",156075
22075,"Plaquemines Parish, Louisiana",23373
22077,"Pointe Coupee Parish, Louisiana",22158
22079,"Rapides Parish, Louisiana",131546
22081,"Red River Parish, Louisiana",8618
22083,"Richland Parish, Louisiana",20474
22085,"Sabine Parish, Louisiana",24088
22087,"St. Bernard Parish, Louisiana",45694
22089,"St. Charles Parish, Louisiana",52724
22091,"St. Helena Parish, Louisiana",10411
22093,"St. James Parish, Louisiana",21357
22095,"St. John the Baptist Parish, Louisiana",43446
22097,"St. Landry Parish, Louisiana",83449
22099,"St. Martin Parish, Louisiana",53752
22101,"St. Mary Parish, Louisiana",51734
22103,"St. Tammany Parish, Louisiana",252093
22105,"Tangipahoa Parish, Louisiana",130504
22107,"Tensas Parish, Louisiana",4666
22109,"Terrebonne Parish, Louisiana",112587
22111,"Union Parish, Louisiana",22475
22113,"Vermilion Parish, Louisiana",59867
22115,"Vernon Parish, Louisiana",51007
22117,"Washington Parish, Louisiana",46457
22119,"Webster Parish, Louisiana",39631
22121,"West Baton Rouge Parish, Louisiana",25860
22123,"West Carroll Parish, Louisiana",11180
22125,"West Feliciana Parish, Louisiana",15377
22127,"Winn Parish, Louisiana",14494
23001,"Androscoggin County, Maine",107444
23003,"Aroostook County, Maine",68269
23005,"Cumberland County, Maine",290944
23007,"Franklin County, Maine",30019
23009,"Hancock County, Maine",54541
23011,"Kennebec County, Maine",121545
23013,"Knox County, Maine",39823
23015,"Lincoln County, Maine",34067
23017,"Oxford County, Maine",57325
23019,"Penobscot County, Maine",151748
23021,"Piscataquis County, Maine",16887
23023,"Sagadahoc County, Maine",35277
23025,"Somerset County, Maine",50710
23027,"Waldo County, Maine",39418
23029,"Washington County, Maine",31694
23031,"York County, Maine",203102
24001,"Allegany County, Maryland",71977
24003,"Anne Arundel County, Maryland",567696
24005,"Baltimore County, Maryland",827625
24009,"Calvert County, Maryland",91082
24011,"Caroline County, Maryland",32875
24013,"Carroll County, Maryland",167522
24015,"Cecil County, Maryland",102517
24017,"Charles County, Maryland",157671
24019,"Dorchester County, Maryland",32261
24021,"Frederick County, Maryland",248472
24023,"Garrett County, Maryland",29376
24025,"Harford County, Maryland",251025
24027,"Howard County, Maryland",315327
24029,"Kent County, Maryland",19593
24031,"Montgomery County, Maryland",1040133
24033,"Prince George's County, Maryland",906202
24035,"Queen Anne's County, Maryland",49355
24037,"St. Mary's County, Maryland",111531
24039,"Somerset County, Maryland",25737
24041,"Talbot County, Maryland",37211
24043,"Washington County, Maryland",149811
24045,"Wicomico County, Maryland",102172
24047,"Worcester County, Maryland",51564
24510,"Baltimore city, Maryland",614700
25001,"Barnstable County, Massachusetts",213690
25003,"Berkshire County, Massachusetts",127328
25005,"Bristol County, Massachusetts",558905
25007,"Dukes County, Massachusetts",17313
25009,"Essex County, Massachusetts",781024
25011,"Franklin County, Massachusetts",70935
25013,"Hampden County, Massachusetts",469116
25015,"Hampshire County, Massachusetts",161159
25017,"Middlesex County, Massachusetts",1595192
25019,"Nantucket County, Massachusetts",11101
25021,"Norfolk County, Massachusetts",698249
25023,"Plymouth County, Massachusetts",512135
25025,"Suffolk County, Massachusetts",791766
25027,"Worcester County, Massachusetts",822280
26001,"Alcona County, Michigan",10364
26003,"Alger County, Michigan",9194
26005,"Allegan County, Michigan",115250
26007,"Alpena County, Michigan",28612
26009,"Antrim County, Michigan",23177
26011,"Arenac County, Michigan",15165
26013,"Baraga County, Michigan",8507
26015,"Barry County, Michigan",60057
26017,"Bay County, Michigan",104786
26019,"Benzie County, Michigan",17552
26021,"Berrien County, Michigan",154807
26023,"Branch County, Michigan",43584
26025,"Calhoun County, Michigan",134473
26027,"Cass County, Michigan",51460
26029,"Charlevoix County, Michigan",26219
26031,"Cheboygan County, Michigan",25458
26033,"Chippewa County, Michigan",37834
26035,"Clare County, Michigan",30616
26037,"Clinton County, Michigan",77896
26039,"Crawford County, Michigan",13836
26041,"Delta County, Michigan",36190
26043,"Dickinson County, Michigan",25570
26045,"Eaton County, Michigan",109155
26047,"Emmet County, Michigan",33039
26049,"Genesee County, Michigan",409361
26051,"Gladwin County, Michigan",25289
26053,"Gogebic County, Michigan",15414
26055,"Grand Traverse County, Michigan",91746
26057,"Gratiot County, Michigan",41067
26059,"Hillsdale County, Michigan",45830
26061,"Houghton County, Michigan",36360
26063,"Huron County, Michigan",31543
26065,"Ingham County, Michigan",289564
26067,"Ionia County, Michigan",64176
26069,"Iosco County, Michigan",25247
26071,"Iron County, Michigan",11212
26073,"Isabella County, Michigan",70775
26075,"Jackson County, Michigan",158913
26077,"Kalamazoo County, Michigan",261573
26079,"Kalkaska County, Michigan",17463
26081,"Kent County, Michigan",643140
26083,"Keweenaw County, Michigan",2130
26085,"Lake County, Michigan",11763
26087,"Lapeer County, Michigan",88202
26089,"Leelanau County, Michigan",21639
26091,"Lenawee County, Michigan",98474
26093,"Livingston County, Michigan",188482
26095,"Luce County, Michigan",6364
26097,"Mackinac County, Michigan",10817
26099,"Macomb County, Michigan",868704
26101,"Manistee County, Michigan",24444
26103,"Marquette County, Michigan",66939
26105,"Mason County, Michigan",28884
26107,"Mecosta County, Michigan",43264
26109,"Menominee County, Michigan",23234
26111,"Midland County, Michigan",83389
26113,"Missaukee County, Michigan",15006
26115,"Monroe County, Michigan",149699
26117,"Montcalm County, Michigan",63209
26119,"Montmorency County, Michigan",9261
26121,"Muskegon County, Michigan",173043
26123,"Newaygo County, Michigan",48142
26125,"Oakland County, Michigan",1250843
26127,"Oceana County, Michigan",26417
26129,"Ogemaw County, Michigan",20928
26131,"Ontonagon County, Michigan",5968
26133,"Osceola County, Michigan",23232
26135,"Oscoda County, Michigan",8277
26137,"Otsego County, Michigan",24397
26139,"Ottawa County, Michigan",284034
26141,"Presque Isle County, Michigan",12797
26143,"Roscommon County, Michigan",23877
26145,"Saginaw County, Michigan",192778
26147,"St. Clair County, Michigan",159566
26149,"St. Joseph County, Michigan",60897
26151,"Sanilac County, Michigan",41376
26153,"Schoolcraft County, Michigan",8069
26155,"Shiawassee County, Michigan",68493
26157,"Tuscola County, Michigan",53250
26159,"Van Buren County, Michigan",75272
26161,"Washtenaw County, Michigan",365961
26163,"Wayne County, Michigan",1761382
26165,"Wexford County, Michigan",33111
27001,"Aitkin County, Minnesota",15834
27003,"Anoka County, Minnesota",347431
27005,"Becker County, Minnesota",33773
27007,"Beltrami County, Minnesota",46117
27009,"Benton County, Minnesota",39779
27011,"Big Stone County, Minnesota",5016
27013,"Blue Earth County, Minnesota",66322
27015,"Brown County, Minnesota",25211
27017,"Carlton County, Minnesota",35540
27019,"Carver County, Minnesota",100416
27021,"Cass County, Minnesota",29022
27023,"Chippewa County, Minnesota",12010
27025,"Chisago County, Minnesota",54727
27027,"Clay County, Minnesota",62801
27029,"Clearwater County, Minnesota",8812
27031,"Cook County, Minnesota",5311
27033,"Cottonwood County, Minnesota",11372
27035,"Crow Wing County, Minnesota",63855
27037,"Dakota County, Minnesota",418201
27039,"Dodge County, Minnesota",20582
27041,"Douglas County, Minnesota",37203
27043,"Faribault County, Minnesota",13896
27045,"Fillmore County, Minnesota",20888
27047,"Freeborn County, Minnesota",30526
27049,"Goodhue County, Minnesota",46217
27051,"Grant County, Minnesota",5938
27053,"Hennepin County, Minnesota",1235478
27055,"Houston County, Minnesota",18663
27057,"Hubbard County, Minnesota",20862
27059,"Isanti County, Minnesota",38974
27061,"Itasca County, Minnesota",45203
27063,"Jackson County, Minnesota",10047
27065,"Kanabec County, Minnesota",16004
27067,"Kandiyohi County, Minnesota",42658
27069,"Kittson County, Minnesota",4337
27071,"Koochiching County, Minnesota",12644
27073,"Lac qui Parle County, Minnesota",6773
27075,"Lake County, Minnesota",10569
27077,"Lake of the Woods County, Minnesota",3809
27079,"Le Sueur County, Minnesota",27983
27081,"Lincoln County, Minnesota",5707
27083,"Lyon County, Minnesota",25839
27085,"McLeod County, Minnesota",35825
27087,"Mahnomen County, Minnesota",5506
27089,"Marshall County, Minnesota",9392
27091,"Martin County, Minnesota",19964
27093,"Meeker County, Minnesota",23079
27095,"Mille Lacs County, Minnesota",25728
27097,"Morrison County, Minnesota",32949
27099,"Mower County, Minnesota",39602
27101,"Murray County, Minnesota",8353
27103,"Nicollet County, Minnesota",33783
27105,"Nobles County, Minnesota",21839
27107,"Norman County, Minnesota",6559
27109,"Olmsted County, Minnesota",153065
27111,"Otter Tail County, Minnesota",57992
27113,"Pennington County, Minnesota",14184
27115,"Pine County, Minnesota",29129
27117,"Pipestone County, Minnesota",9185
27119,"Polk County, Minnesota",31591
27121,"Pope County, Minnesota",10980
27123,"Ramsey County, Minnesota",541493
27125,"Red Lake County, Minnesota",4008
27127,"Redwood County, Minnesota",15331
27129,"Renville County, Minnesota",14721
27131,"Rice County, Minnesota",65765
27133,"Rock County, Minnesota",9413
27135,"Roseau County, Minnesota",15462
27137,"St. Louis County, Minnesota",200080
27139,"Scott County, Minnesota",143372
27141,"Sherburne County, Minnesota",93231
27143,"Sibley County, Minnesota",14912
27145,"Stearns County, Minnesota",156819
27147,"Steele County, Minnesota",36676
27149,"Stevens County, Minnesota",9784
27151,"Swift County, Minnesota",9411
27153,"Todd County, Minnesota",24440
27155,"Traverse County, Minnesota",3337
27157,"Wabasha County, Minnesota",21500
27159,"Wadena County, Minnesota",13646
27161,"Waseca County, Minnesota",18809
27163,"Washington County, Minnesota",253317
27165,"Watonwan County, Minnesota",10973
27167,"Wilkin County, Minnesota",6343
27169,"Winona County, Minnesota",50847
27171,"Wright County, Minnesota",132745
27173,"Yellow Medicine County, Minnesota",9868
28001,"Adams County, Mississippi",31547
28003,"Alcorn County, Mississippi",37180
28005,"Amite County, Mississippi",12468
28007,"Attala County, Mississippi",18581
28009,"Benton County, Mississippi",8253
28011,"Bolivar County, Mississippi",32592
28013,"Calhoun County, Mississippi",14571
28015,"Carroll County, Mississippi",10129
28017,"Chickasaw County, Mississippi",17279
28019,"Choctaw County, Mississippi",8321
28021,"Claiborne County, Mississippi",9120
28023,"Clarke County, Mississippi",15928
28025,"Clay County, Mississippi",19808
28027,"Coahoma County, Mississippi",23802
28029,"Copiah County, Mississippi",28721
28031,"Covington County, Mississippi",19091
28033,"DeSoto County, Mississippi",176132
28035,"Forrest County, Mississippi",75517
28037,"Franklin County, Mississippi",7757
28039,"George County, Mississippi",23710
28041,"Greene County, Mississippi",13714
28043,"Grenada County, Mississippi",21278
28045,"Hancock County, Mississippi",46653
28047,"Harrison County, Mississippi",202626
28049,"Hinds County, Mississippi",241774
28051,"Holmes County, Mississippi",18075
28053,"Humphreys County, Mississippi",8539
28055,"Issaquena County, Mississippi",1328
28057,"Itawamba County, Mississippi",23480
28059,"Jackson County, Mississippi",142014
28061,"Jasper County, Mississippi",16529
28063,"Jefferson County, Mississippi",7346
28065,"Jefferson Davis County, Mississippi",11495
28067,"Jones County, Mississippi",68454
28069,"Kemper County, Mississippi",10107
28071,"Lafayette County, Mississippi",53459
28073,"Lamar County, Mississippi",61223
28075,"Lauderdale County, Mississippi",77323
28077,"Lawrence County, Mississippi",12630
28079,"Leake County, Mississippi",22870
28081,"Lee County, Mississippi",84915
28083,"Leflore County, Mississippi",29804
28085,"Lincoln County, Mississippi",34432
28087,"Lowndes County, Mississippi",59437
28089,"Madison County, Mississippi",103498
28091,"Marion County, Mississippi",25202
28093,"Marshall County, Mississippi",35787
28095,"Monroe County, Mississippi",35840
28097,"Montgomery County, Mississippi",10198
28099,"Neshoba County, Mississippi",29376
28101,"Newton County, Mississippi",21524
28103,"Noxubee County, Mississippi",10828
28105,"Oktibbeha County, Mississippi",49481
28107,"Panola County, Mississippi",34243
28109,"Pearl River County, Mississippi",55149
28111,"Perry County, Mississippi",12028
28113,"Pike County, Mississippi",39737
28115,"Pontotoc County, Mississippi",31315
28117,"Prentiss County, Mississippi",25360
28119,"Quitman County, Mississippi",7372
28121,"Rankin County, Mississippi",151240
28123,"Scott County, Mississippi",28415
28125,"Sharkey County, Mississippi",4511
28127,"Simpson County, Mississippi",27073
28129,"Smith County, Mississippi",16063
28131,"Stone County, Mississippi",18375
28133,"Sunflower County, Mississippi",26532
28135,"Tallahatchie County, Mississippi",14361
28137,"Tate County, Mississippi",28493
28139,"Tippah County, Mississippi",21990
28141,"Tishomingo County, Mississippi",19478
28143,"Tunica County, Mississippi",10170
28145,"Union County, Mississippi",28356
28147,"Walthall County, Mississippi",14601
28149,"Warren County, Mississippi",47075
28151,"Washington County, Mississippi",47086
28153,"Wayne County, Mississippi",20422
28155,"Webster County, Mississippi",9828
28157,"Wilkinson County, Mississippi",8990
28159,"Winston County, Mississippi",18358
28161,"Yalobusha County, Mississippi",12421
28163,"Yazoo County, Mississippi",27974
29001,"Adair County, Missouri",25325
29003,"Andrew County, Missouri",17403
29005,"Atchison County, Missouri",5270
29007,"Audrain County, Missouri",25735
29009,"Barry County, Missouri",35493
29011,"Barton County, Missouri",11850
29013,"Bates County, Missouri",16374
29015,"Benton County, Missouri",18989
29017,"Bollinger County, Missouri",12281
29019,"Boone County, Missouri",176515
29021,"Buchanan County, Missouri",89076
29023,"Butler County, Missouri",42733
29025,"Caldwell County, Missouri",9049
29027,"Callaway County, Missouri",44840
29029,"Camden County, Missouri",45096
29031,"Cape Girardeau County, Missouri",78324
29033,"Carroll County, Missouri",8843
29035,"Carter County, Missouri",6197
29037,"Cass County, Missouri",102678
29039,"Cedar County, Missouri",13938
29041,"Chariton County, Missouri",7546
29043,"Christian County, Missouri",84275
29045,"Clark County, Missouri",6800
29047,"Clay County, Missouri",239164
29049,"Clinton County, Missouri",20475
29051,"Cole County, Missouri",76740
29053,"Cooper County, Missouri",17622
29055,"Crawford County, Missouri",24280
29057,"Dade County, Missouri",7590
