GEOID,NAME,estimate
29059,"Dallas County, Missouri",16499
29061,"Daviess County, Missouri",8302
29063,"DeKalb County, Missouri",12564
29065,"Dent County, Missouri",15504
29067,"Douglas County, Missouri",13374
29069,"Dunklin County, Missouri",30428
29071,"Franklin County, Missouri",102781
29073,"Gasconade County, Missouri",14746
29075,"Gentry County, Missouri",6665
29077,"Greene County, Missouri",288429
29079,"Grundy County, Missouri",10039
29081,"Harrison County, Missouri",8554
29083,"Henry County, Missouri",21765
29085,"Hickory County, Missouri",9368
29087,"Holt County, Missouri",4456
29089,"Howard County, Missouri",10113
29091,"Howell County, Missouri",40102
29093,"Iron County, Missouri",10221
29095,"Jackson County, Missouri",692003
29097,"Jasper County, Missouri",119238
29099,"Jefferson County, Missouri",223302
29101,"Johnson County, Missouri",53689
29103,"Knox County, Missouri",3951
29105,"Laclede County, Missouri",35507
29107,"Lafayette County, Missouri",32589
29109,"Lawrence County, Missouri",38133
29111,"Lewis County, Missouri",10027
29113,"Lincoln County, Missouri",55563
29115,"Linn County, Missouri",12186
29117,"Livingston County, Missouri",15076
29119,"McDonald County, Missouri",22827
29121,"Macon County, Missouri",15254
29123,"Madison County, Missouri",12205
29125,"Maries County, Missouri",8884
29127,"Marion County, Missouri",28672
29129,"Mercer County, Missouri",3664
29131,"Miller County, Missouri",25049
29133,"Mississippi County, Missouri",13748
29135,"Moniteau County, Missouri",15958
29137,"Monroe County, Missouri",8654
29139,"Montgomery County, Missouri",11545
29141,"Morgan County, Missouri",20137
29143,"New Madrid County, Missouri",17811
29145,"Newton County, Missouri",58202
29147,"Nodaway County, Missouri",22547
29149,"Oregon County, Missouri",10699
29151,"Osage County, Missouri",13619
29153,"Ozark County, Missouri",9236
29155,"Pemiscot County, Missouri",17031
29157,"Perry County, Missouri",19146
29159,"Pettis County, Missouri",42371
29161,"Phelps County, Missouri",44789
29163,"Pike County, Missouri",18489
29165,"Platte County, Missouri",98824
29167,"Polk County, Missouri",31549
29169,"Pulaski County, Missouri",52591
29171,"Putnam County, Missouri",4815
29173,"Ralls County, Missouri",10217
29175,"Randolph County, Missouri",24945
29177,"Ray County, Missouri",22825
29179,"Reynolds County, Missouri",6315
29181,"Ripley County, Missouri",13693
29183,"St. Charles County, Missouri",389985
29185,"St. Clair County, Missouri",9383
29186,"Ste. Genevieve County, Missouri",17871
29187,"St. Francois County, Missouri",66342
29189,"St. Louis County, Missouri",998684
29195,"Saline County, Missouri",23102
29197,"Schuyler County, Missouri",4502
29199,"Scotland County, Missouri",4898
29201,"Scott County, Missouri",38729
29203,"Shannon County, Missouri",8246
29205,"Shelby County, Missouri",6061
29207,"Stoddard County, Missouri",29512
29209,"Stone County, Missouri",31527
29211,"Sullivan County, Missouri",6317
29213,"Taney County, Missouri",54720
29215,"Texas County, Missouri",25671
29217,"Vernon County, Missouri",20691
29219,"Warren County, Missouri",33908
29221,"Washington County, Missouri",24931
29223,"Wayne County, Missouri",13308
29225,"Webster County, Missouri",38082
29227,"Worth County, Missouri",2040
29229,"Wright County, Missouri",18293
29510,"St. Louis city, Missouri",311273
30001,"Beaverhead County, Montana",9393
30003,"Big Horn County, Montana",13376
30005,"Blaine County, Montana",6727
30007,"Broadwater County, Montana",5834
30009,"Carbon County, Montana",10546
30011,"Carter County, Montana",1318
30013,"Cascade County, Montana",81746
30015,"Chouteau County, Montana",5789
30017,"Custer County, Montana",11845
30019,"Daniels County, Montana",1753
30021,"Dawson County, Montana",9191
30023,"Deer Lodge County, Montana",9100
30025,"Fallon County, Montana",2838
30027,"Fergus County, Montana",11273
30029,"Flathead County, Montana",98082
30031,"Gallatin County, Montana",104729
30033,"Garfield County, Montana",1141
30035,"Glacier County, Montana",13699
30037,"Golden Valley County, Montana",724
30039,"Granite County, Montana",3269
30041,"Hill County, Montana",16439
30043,"Jefferson County, Montana",11778
30045,"Judith Basin County, Montana",1951
30047,"Lake County, Montana",29774
30049,"Lewis and Clark County, Montana",67077
30051,"Liberty County, Montana",2280
30053,"Lincoln County, Montana",19358
30055,"McCone County, Montana",1630
30057,"Madison County, Montana",8218
30059,"Meagher County, Montana",1968
30061,"Mineral County, Montana",4211
30063,"Missoula County, Montana",115983
30065,"Musselshell County, Montana",4807
30067,"Park County, Montana",16246
30069,"Petroleum County, Montana",432
30071,"Phillips County, Montana",4124
30073,"Pondera County, Montana",6044
30075,"Powder River County, Montana",1619
30077,"Powell County, Montana",6861
30079,"Prairie County, Montana",1342
30081,"Ravalli County, Montana",41902
30083,"Richland County, Montana",11360
30085,"Roosevelt County, Montana",11228
30087,"Rosebud County, Montana",9250
30089,"Sanders County, Montana",11521
30091,"Sheridan County, Montana",3574
30093,"Silver Bow County, Montana",34814
30095,"Stillwater County, Montana",9410
30097,"Sweet Grass County, Montana",3653
30099,"Teton County, Montana",6080
30101,"Toole County, Montana",4976
30103,"Treasure County, Montana",777
30105,"Valley County, Montana",7532
30107,"Wheatland County, Montana",2149
30109,"Wibaux County, Montana",1175
30111,"Yellowstone County, Montana",157816
31001,"Adams County, Nebraska",31583
31003,"Antelope County, Nebraska",6372
31005,"Arthur County, Nebraska",418
31007,"Banner County, Nebraska",696
31009,"Blaine County, Nebraska",480
31011,"Boone County, Nebraska",5313
31013,"Box Butte County, Nebraska",11089
31015,"Boyd County, Nebraska",2042
31017,"Brown County, Nebraska",2988
31019,"Buffalo County, Nebraska",49030
31021,"Burt County, Nebraska",6528
31023,"Butler County, Nebraska",8067
31025,"Cass County, Nebraska",25702
31027,"Cedar County, Nebraska",8523
31029,"Chase County, Nebraska",3734
31031,"Cherry County, Nebraska",5790
31033,"Cheyenne County, Nebraska",9852
31035,"Clay County, Nebraska",6232
31037,"Colfax County, Nebraska",10760
31039,"Cuming County, Nebraska",8991
31041,"Custer County, Nebraska",10830
31043,"Dakota County, Nebraska",20317
31045,"Dawes County, Nebraska",8896
31047,"Dawson County, Nebraska",23804
31049,"Deuel County, Nebraska",1894
31051,"Dixon County, Nebraska",5746
31053,"Dodge County, Nebraska",36683
31055,"Douglas County, Nebraska",554992
31057,"Dundy County, Nebraska",2023
31059,"Fillmore County, Nebraska",5574
31061,"Franklin County, Nebraska",3006
31063,"Frontier County, Nebraska",2609
31065,"Furnas County, Nebraska",4786
31067,"Gage County, Nebraska",21595
31069,"Garden County, Nebraska",1860
31071,"Garfield County, Nebraska",1975
31073,"Gosper County, Nebraska",2015
31075,"Grant County, Nebraska",718
31077,"Greeley County, Nebraska",2410
31079,"Hall County, Nebraska",61343
31081,"Hamilton County, Nebraska",9178
31083,"Harlan County, Nebraska",3438
31085,"Hayes County, Nebraska",943
31087,"Hitchcock County, Nebraska",2843
31089,"Holt County, Nebraska",10245
31091,"Hooker County, Nebraska",691
31093,"Howard County, Nebraska",6405
31095,"Jefferson County, Nebraska",7188
31097,"Johnson County, Nebraska",5197
31099,"Kearney County, Nebraska",6552
31101,"Keith County, Nebraska",8099
31103,"Keya Paha County, Nebraska",792
31105,"Kimball County, Nebraska",3667
31107,"Knox County, Nebraska",8460
31109,"Lancaster County, Nebraska",310094
31111,"Lincoln County, Nebraska",35433
31113,"Logan County, Nebraska",886
31115,"Loup County, Nebraska",585
31117,"McPherson County, Nebraska",454
31119,"Madison County, Nebraska",35164
31121,"Merrick County, Nebraska",7803
31123,"Morrill County, Nebraska",4841
31125,"Nance County, Nebraska",3554
31127,"Nemaha County, Nebraska",7004
31129,"Nuckolls County, Nebraska",4275
31131,"Otoe County, Nebraska",15896
31133,"Pawnee County, Nebraska",2676
31135,"Perkins County, Nebraska",2907
31137,"Phelps County, Nebraska",9120
31139,"Pierce County, Nebraska",7157
31141,"Platte County, Nebraska",33063
31143,"Polk County, Nebraska",5255
31145,"Red Willow County, Nebraska",10806
31147,"Richardson County, Nebraska",8009
31149,"Rock County, Nebraska",1350
31151,"Saline County, Nebraska",14288
31153,"Sarpy County, Nebraska",178351
31155,"Saunders County, Nebraska",21024
31157,"Scotts Bluff County, Nebraska",36255
31159,"Seward County, Nebraska",17127
31161,"Sheridan County, Nebraska",5234
31163,"Sherman County, Nebraska",3042
31165,"Sioux County, Nebraska",1266
31167,"Stanton County, Nebraska",5992
31169,"Thayer County, Nebraska",5098
31171,"Thomas County, Nebraska",645
31173,"Thurston County, Nebraska",7140
31175,"Valley County, Nebraska",4224
31177,"Washington County, Nebraska",20219
31179,"Wayne County, Nebraska",9367
31181,"Webster County, Nebraska",3571
31183,"Wheeler County, Nebraska",822
31185,"York County, Nebraska",13799
32001,"Churchill County, Nevada",24010
32003,"Clark County, Nevada",2141574
32005,"Douglas County, Nevada",47828
32007,"Elko County, Nevada",52252
32009,"Esmeralda County, Nevada",981
32011,"Eureka County, Nevada",1830
32013,"Humboldt County, Nevada",16904
32015,"Lander County, Nevada",5746
32017,"Lincoln County, Nevada",5174
32019,"Lyon County, Nevada",53155
32021,"Mineral County, Nevada",4448
32023,"Nye County, Nevada",43705
32027,"Pershing County, Nevada",6611
32029,"Storey County, Nevada",3941
32031,"Washoe County, Nevada",450486
32033,"White Pine County, Nevada",9737
32510,"Carson City, Nevada",54467
33001,"Belknap County, New Hampshire",60640
33003,"Carroll County, New Hampshire",47840
33005,"Cheshire County, New Hampshire",76263
33007,"Coos County, New Hampshire",32038
33009,"Grafton County, New Hampshire",89811
33011,"Hillsborough County, New Hampshire",411087
33013,"Merrimack County, New Hampshire",149452
33015,"Rockingham County, New Hampshire",305129
33017,"Strafford County, New Hampshire",128237
33019,"Sullivan County, New Hampshire",43125
34001,"Atlantic County, New Jersey",268539
34003,"Bergen County, New Jersey",929999
34005,"Burlington County, New Jersey",446367
34007,"Camden County, New Jersey",507367
34009,"Cape May County, New Jersey",93705
34011,"Cumberland County, New Jersey",153400
34013,"Essex County, New Jersey",793555
34015,"Gloucester County, New Jersey",290852
34017,"Hudson County, New Jersey",668631
34019,"Hunterdon County, New Jersey",125051
34021,"Mercer County, New Jersey",368762
34023,"Middlesex County, New Jersey",826698
34025,"Monmouth County, New Jersey",623387
34027,"Morris County, New Jersey",494383
34029,"Ocean County, New Jersey",591939
34031,"Passaic County, New Jersey",504041
34033,"Salem County, New Jersey",63336
34035,"Somerset County, New Jersey",330176
34037,"Sussex County, New Jersey",142298
34039,"Union County, New Jersey",553066
34041,"Warren County, New Jersey",106293
35001,"Bernalillo County, New Mexico",677692
35003,"Catron County, New Mexico",3539
35005,"Chaves County, New Mexico",65459
35006,"Cibola County, New Mexico",26978
35007,"Colfax County, New Mexico",12353
35009,"Curry County, New Mexico",50199
35011,"De Baca County, New Mexico",2060
35013,"Doña Ana County, New Mexico",215338
35015,"Eddy County, New Mexico",57437
35017,"Grant County, New Mexico",28061
35019,"Guadalupe County, New Mexico",4382
35021,"Harding County, New Mexico",459
35023,"Hidalgo County, New Mexico",4371
35025,"Lea County, New Mexico",70126
35027,"Lincoln County, New Mexico",19482
35028,"Los Alamos County, New Mexico",18356
35029,"Luna County, New Mexico",24264
35031,"McKinley County, New Mexico",72849
35033,"Mora County, New Mexico",4563
35035,"Otero County, New Mexico",65745
35037,"Quay County, New Mexico",8373
35039,"Rio Arriba County, New Mexico",39307
35041,"Roosevelt County, New Mexico",19117
35043,"Sandoval County, New Mexico",140769
35045,"San Juan County, New Mexico",127455
35047,"San Miguel County, New Mexico",28034
35049,"Santa Fe County, New Mexico",148917
35051,"Sierra County, New Mexico",11135
35053,"Socorro County, New Mexico",17000
35055,"Taos County, New Mexico",32888
35057,"Torrance County, New Mexico",15595
35059,"Union County, New Mexico",4175
35061,"Valencia County, New Mexico",75956
36001,"Albany County, New York",307426
36003,"Allegany County, New York",47025
36005,"Bronx County, New York",1437872
36007,"Broome County, New York",194402
36009,"Cattaraugus County, New York",77686
36011,"Cayuga County, New York",77868
36013,"Chautauqua County, New York",129656
36015,"Chemung County, New York",85740
36017,"Chenango County, New York",48348
36019,"Clinton County, New York",80794
36021,"Columbia County, New York",60919
36023,"Cortland County, New York",48123
36025,"Delaware County, New York",45502
36027,"Dutchess County, New York",293894
36029,"Erie County, New York",919866
36031,"Essex County, New York",37751
36033,"Franklin County, New York",50692
36035,"Fulton County, New York",53743
36037,"Genesee County, New York",58112
36039,"Greene County, New York",47617
36041,"Hamilton County, New York",4575
36043,"Herkimer County, New York",62505
36045,"Jefferson County, New York",114448
36047,"Kings County, New York",2600747
36049,"Lewis County, New York",26719
36051,"Livingston County, New York",63907
36053,"Madison County, New York",71359
36055,"Monroe County, New York",744248
36057,"Montgomery County, New York",49426
36059,"Nassau County, New York",1356564
36061,"New York County, New York",1632480
36063,"Niagara County, New York",211704
36065,"Oneida County, New York",230782
36067,"Onondaga County, New York",464242
36069,"Ontario County, New York",109472
36071,"Orange County, New York",378227
36073,"Orleans County, New York",41175
36075,"Oswego County, New York",119104
36077,"Otsego County, New York",60244
36079,"Putnam County, New York",99070
36081,"Queens County, New York",2298513
36083,"Rensselaer County, New York",159431
36085,"Richmond County, New York",474101
36087,"Rockland County, New York",323686
36089,"St. Lawrence County, New York",109558
36091,"Saratoga County, New York",227377
36093,"Schenectady County, New York",154883
36095,"Schoharie County, New York",31364
36097,"Schuyler County, New York",17992
36099,"Seneca County, New York",34612
36101,"Steuben County, New York",96927
36103,"Suffolk County, New York",1487901
36105,"Sullivan County, New York",75211
36107,"Tioga County, New York",49045
36109,"Tompkins County, New York",102962
36111,"Ulster County, New York",179303
36113,"Warren County, New York",64480
36115,"Washington County, New York",61828
36117,"Wayne County, New York",90856
36119,"Westchester County, New York",968815
36121,"Wyoming County, New York",40565
36123,"Yates County, New York",25009
37001,"Alamance County, North Carolina",160576
37003,"Alexander County, North Carolina",37119
37005,"Alleghany County, North Carolina",10973
37007,"Anson County, North Carolina",25306
37009,"Ashe County, North Carolina",26786
37011,"Avery County, North Carolina",17501
37013,"Beaufort County, North Carolina",47243
37015,"Bertie County, North Carolina",19644
37017,"Bladen County, North Carolina",33778
37019,"Brunswick County, North Carolina",126860
37021,"Buncombe County, North Carolina",254474
37023,"Burke County, North Carolina",89712
37025,"Cabarrus County, North Carolina",201448
37027,"Caldwell County, North Carolina",81779
37029,"Camden County, North Carolina",10447
37031,"Carteret County, North Carolina",68920
37033,"Caswell County, North Carolina",22746
37035,"Catawba County, North Carolina",156729
37037,"Chatham County, North Carolina",69791
37039,"Cherokee County, North Carolina",27668
37041,"Chowan County, North Carolina",14205
37043,"Clay County, North Carolina",10813
37045,"Cleveland County, North Carolina",97159
37047,"Columbus County, North Carolina",56293
37049,"Craven County, North Carolina",103082
37051,"Cumberland County, North Carolina",332106
37053,"Currituck County, North Carolina",25796
37055,"Dare County, North Carolina",35741
37057,"Davidson County, North Carolina",164664
37059,"Davie County, North Carolina",41991
37061,"Duplin County, North Carolina",59062
37063,"Durham County, North Carolina",306457
37065,"Edgecombe County, North Carolina",53332
37067,"Forsyth County, North Carolina",371573
37069,"Franklin County, North Carolina",64902
37071,"Gaston County, North Carolina",216585
37073,"Gates County, North Carolina",11563
37075,"Graham County, North Carolina",8557
37077,"Granville County, North Carolina",58874
37079,"Greene County, North Carolina",21008
37081,"Guilford County, North Carolina",523582
37083,"Halifax County, North Carolina",51737
37085,"Harnett County, North Carolina",130361
37087,"Haywood County, North Carolina",60433
37089,"Henderson County, North Carolina",113625
37091,"Hertford County, North Carolina",24153
37093,"Hoke County, North Carolina",53239
37095,"Hyde County, North Carolina",5393
37097,"Iredell County, North Carolina",172525
37099,"Jackson County, North Carolina",42256
37101,"Johnston County, North Carolina",191172
37103,"Jones County, North Carolina",9695
37105,"Lee County, North Carolina",60125
37107,"Lenoir County, North Carolina",57227
37109,"Lincoln County, North Carolina",81441
37111,"McDowell County, North Carolina",45109
37113,"Macon County, North Carolina",34410
37115,"Madison County, North Carolina",21405
37117,"Martin County, North Carolina",23054
37119,"Mecklenburg County, North Carolina",1054314
37121,"Mitchell County, North Carolina",15040
37123,"Montgomery County, North Carolina",27338
37125,"Moore County, North Carolina",95629
37127,"Nash County, North Carolina",94003
37129,"New Hanover County, North Carolina",224231
37131,"Northampton County, North Carolina",20186
37133,"Onslow County, North Carolina",193912
37135,"Orange County, North Carolina",142938
37137,"Pamlico County, North Carolina",12742
37139,"Pasquotank County, North Carolina",39479
37141,"Pender County, North Carolina",59020
37143,"Perquimans County, North Carolina",13459
37145,"Person County, North Carolina",39305
37147,"Pitt County, North Carolina",177372
37149,"Polk County, North Carolina",20458
37151,"Randolph County, North Carolina",142958
37153,"Richmond County, North Carolina",45189
37155,"Robeson County, North Carolina",133442
37157,"Rockingham County, North Carolina",91270
37159,"Rowan County, North Carolina",139605
37161,"Rutherford County, North Carolina",66532
37163,"Sampson County, North Carolina",63561
37165,"Scotland County, North Carolina",35262
37167,"Stanly County, North Carolina",61114
37169,"Stokes County, North Carolina",45905
37171,"Surry County, North Carolina",72099
37173,"Swain County, North Carolina",14254
37175,"Transylvania County, North Carolina",33513
37177,"Tyrrell County, North Carolina",4119
37179,"Union County, North Carolina",226694
37181,"Vance County, North Carolina",44482
37183,"Wake County, North Carolina",1046558
37185,"Warren County, North Carolina",20033
37187,"Washington County, North Carolina",12156
37189,"Watauga County, North Carolina",54117
37191,"Wayne County, North Carolina",124002
37193,"Wilkes County, North Carolina",68460
37195,"Wilson County, North Carolina",81336
37197,"Yadkin County, North Carolina",37665
37199,"Yancey County, North Carolina",17667
38001,"Adams County, North Dakota",2351
38003,"Barnes County, North Dakota",10836
38005,"Benson County, North Dakota",6886
38007,"Billings County, North Dakota",946
38009,"Bottineau County, North Dakota",6589
38011,"Bowman County, North Dakota",3195
38013,"Burke County, North Dakota",2213
38015,"Burleigh County, North Dakota",93737
38017,"Cass County, North Dakota",174202
38019,"Cavalier County, North Dakota",3824
38021,"Dickey County, North Dakota",4970
38023,"Divide County, North Dakota",2369
38025,"Dunn County, North Dakota",4387
38027,"Eddy County, North Dakota",2313
38029,"Emmons County, North Dakota",3352
38031,"Foster County, North Dakota",3290
38033,"Golden Valley County, North Dakota",1882
38035,"Grand Forks County, North Dakota",70400
38037,"Grant County, North Dakota",2380
38039,"Griggs County, North Dakota",2266
38041,"Hettinger County, North Dakota",2576
38043,"Kidder County, North Dakota",2460
38045,"LaMoure County, North Dakota",4100
38047,"Logan County, North Dakota",1927
38049,"McHenry County, North Dakota",5927
38051,"McIntosh County, North Dakota",2654
38053,"McKenzie County, North Dakota",12536
38055,"McLean County, North Dakota",9608
38057,"Mercer County, North Dakota",8570
38059,"Morton County, North Dakota",30544
38061,"Mountrail County, North Dakota",10152
38063,"Nelson County, North Dakota",2920
38065,"Oliver County, North Dakota",1837
38067,"Pembina County, North Dakota",7016
38069,"Pierce County, North Dakota",4210
38071,"Ramsey County, North Dakota",11557
38073,"Ransom County, North Dakota",5361
38075,"Renville County, North Dakota",2495
38077,"Richland County, North Dakota",16288
38079,"Rolette County, North Dakota",14603
38081,"Sargent County, North Dakota",3883
38083,"Sheridan County, North Dakota",1405
38085,"Sioux County, North Dakota",4413
38087,"Slope County, North Dakota",704
38089,"Stark County, North Dakota",30876
38091,"Steele County, North Dakota",1910
38093,"Stutsman County, North Dakota",21064
38095,"Towner County, North Dakota",2246
38097,"Traill County, North Dakota",8019
38099,"Walsh County, North Dakota",10802
38101,"Ward County, North Dakota",69034
38103,"Wells County, North Dakota",4055
38105,"Williams County, North Dakota",34061
39001,"Adams County, Ohio",27878
39003,"Allen County, Ohio",103642
39005,"Ashland County, Ohio",53477
39007,"Ashtabula County, Ohio",98136
39009,"Athens County, Ohio",65936
39011,"Auglaize County, Ohio",45784
39013,"Belmont County, Ohio",68472
39015,"Brown County, Ohio",43679
39017,"Butler County, Ohio",378294
39019,"Carroll County, Ohio",27578
39021,"Champaign County, Ohio",38864
39023,"Clark County, Ohio",135198
39025,"Clermont County, Ohio",203216
39027,"Clinton County, Ohio",41896
39029,"Columbiana County, Ohio",104003
39031,"Coshocton County, Ohio",36574
39033,"Crawford County, Ohio",42021
39035,"Cuyahoga County, Ohio",1253783
39037,"Darke County, Ohio",51734
39039,"Defiance County, Ohio",38279
39041,"Delaware County, Ohio",197008
39043,"Erie County, Ohio",75136
39045,"Fairfield County, Ohio",152910
39047,"Fayette County, Ohio",28645
39049,"Franklin County, Ohio",1275333
39051,"Fulton County, Ohio",42305
39053,"Gallia County, Ohio",30195
39055,"Geauga County, Ohio",93961
39057,"Greene County, Ohio",165811
39059,"Guernsey County, Ohio",39274
39061,"Hamilton County, Ohio",812037
39063,"Hancock County, Ohio",75690
39065,"Hardin County, Ohio",31542
39067,"Harrison County, Ohio",15307
39069,"Henry County, Ohio",27316
39071,"Highland County, Ohio",43007
39073,"Hocking County, Ohio",28495
39075,"Holmes County, Ohio",43859
39077,"Huron County, Ohio",58457
39079,"Jackson County, Ohio",32524
39081,"Jefferson County, Ohio",66886
39083,"Knox County, Ohio",61215
39085,"Lake County, Ohio",230052
39087,"Lawrence County, Ohio",60622
39089,"Licking County, Ohio",172293
39091,"Logan County, Ohio",45307
39093,"Lorain County, Ohio",306713
39095,"Lucas County, Ohio",432379
39097,"Madison County, Ohio",43988
39099,"Mahoning County, Ohio",231064
39101,"Marion County, Ohio",65344
39103,"Medina County, Ohio",177257
39105,"Meigs County, Ohio",23160
39107,"Mercer County, Ohio",40806
39109,"Miami County, Ohio",104800
39111,"Monroe County, Ohio",14090
39113,"Montgomery County, Ohio",532034
39115,"Morgan County, Ohio",14702
39117,"Morrow County, Ohio",34976
39119,"Muskingum County, Ohio",86076
39121,"Noble County, Ohio",14443
39123,"Ottawa County, Ohio",40709
39125,"Paulding County, Ohio",18872
39127,"Perry County, Ohio",35985
39129,"Pickaway County, Ohio",57420
39131,"Pike County, Ohio",28214
39133,"Portage County, Ohio",162644
39135,"Preble County, Ohio",41207
39137,"Putnam County, Ohio",33969
39139,"Richland County, Ohio",121324
39141,"Ross County, Ohio",77051
39143,"Sandusky County, Ohio",59299
39145,"Scioto County, Ohio",76377
39147,"Seneca County, Ohio",55475
39149,"Shelby County, Ohio",48797
39151,"Stark County, Ohio",373475
39153,"Summit County, Ohio",541810
39155,"Trumbull County, Ohio",201794
39157,"Tuscarawas County, Ohio",92526
39159,"Union County, Ohio",55654
39161,"Van Wert County, Ohio",28281
39163,"Vinton County, Ohio",13111
39165,"Warren County, Ohio",226564
39167,"Washington County, Ohio",60671
39169,"Wayne County, Ohio",116208
39171,"Williams County, Ohio",36936
39173,"Wood County, Ohio",129936
39175,"Wyandot County, Ohio",22107
40001,"Adair County, Oklahoma",22113
40003,"Alfalfa County, Oklahoma",5857
40005,"Atoka County, Oklahoma",13874
40007,"Beaver County, Oklahoma",5415
40009,"Beckham County, Oklahoma",22621
40011,"Blaine County, Oklahoma",9634
40013,"Bryan County, Oklahoma",45759
40015,"Caddo County, Oklahoma",29342
40017,"Canadian County, Oklahoma",136710
40019,"Carter County, Oklahoma",48406
40021,"Cherokee County, Oklahoma",48599
40023,"Choctaw County, Oklahoma",14886
40025,"Cimarron County, Oklahoma",2189
40027,"Cleveland County, Oklahoma",276733
40029,"Coal County, Oklahoma",5618
40031,"Comanche County, Oklahoma",122561
40033,"Cotton County, Oklahoma",5929
40035,"Craig County, Oklahoma",14493
40037,"Creek County, Oklahoma",71160
40039,"Custer County, Oklahoma",29209
40041,"Delaware County, Oklahoma",42112
40043,"Dewey County, Oklahoma",4918
40045,"Ellis County, Oklahoma",4072
40047,"Garfield County, Oklahoma",62190
40049,"Garvin County, Oklahoma",27823
40051,"Grady County, Oklahoma",54733
40053,"Grant County, Oklahoma",4418
40055,"Greer County, Oklahoma",5943
40057,"Harmon County, Oklahoma",2721
40059,"Harper County, Oklahoma",3847
40061,"Haskell County, Oklahoma",12704
40063,"Hughes County, Oklahoma",13460
40065,"Jackson County, Oklahoma",25384
40067,"Jefferson County, Oklahoma",6223
40069,"Johnston County, Oklahoma",11041
40071,"Kay County, Oklahoma",44880
40073,"Kingfisher County, Oklahoma",15618
40075,"Kiowa County, Oklahoma",9001
40077,"Latimer County, Oklahoma",10495
40079,"Le Flore County, Oklahoma",49909
40081,"Lincoln County, Oklahoma",34854
40083,"Logan County, Oklahoma",46044
40085,"Love County, Oklahoma",9933
40087,"McClain County, Oklahoma",38634
40089,"McCurtain County, Oklahoma",32966
40091,"McIntosh County, Oklahoma",19819
40093,"Major County, Oklahoma",7718
40095,"Marshall County, Oklahoma",16376
40097,"Mayes County, Oklahoma",40980
40099,"Murray County, Oklahoma",13875
40101,"Muskogee County, Oklahoma",69084
40103,"Noble County, Oklahoma",11411
40105,"Nowata County, Oklahoma",10383
40107,"Okfuskee County, Oklahoma",12115
40109,"Oklahoma County, Oklahoma",782051
40111,"Okmulgee County, Oklahoma",38889
40113,"Osage County, Oklahoma",47311
40115,"Ottawa County, Oklahoma",31566
40117,"Pawnee County, Oklahoma",16428
40119,"Payne County, Oklahoma",81512
40121,"Pittsburg County, Oklahoma",44382
40123,"Pontotoc County, Oklahoma",38358
40125,"Pottawatomie County, Oklahoma",72000
40127,"Pushmataha County, Oklahoma",11119
40129,"Roger Mills County, Oklahoma",3708
40131,"Rogers County, Oklahoma",90814
40133,"Seminole County, Oklahoma",25071
40135,"Sequoyah County, Oklahoma",41359
40137,"Stephens County, Oklahoma",43983
40139,"Texas County, Oklahoma",21121
40141,"Tillman County, Oklahoma",7515
40143,"Tulsa County, Oklahoma",642781
40145,"Wagoner County, Oklahoma",77850
40147,"Washington County, Oklahoma",52001
40149,"Washita County, Oklahoma",11432
40151,"Woods County, Oklahoma",9127
40153,"Woodward County, Oklahoma",20967
41001,"Baker County, Oregon",15984
41003,"Benton County, Oregon",89780
41005,"Clackamas County, Oregon",405788
41007,"Clatsop County, Oregon",38562
41009,"Columbia County, Oregon",50851
41011,"Coos County, Oregon",63308
41013,"Crook County, Oregon",22337
41015,"Curry County, Oregon",22507
41017,"Deschutes County, Oregon",180640
41019,"Douglas County, Oregon",108323
41021,"Gilliam County, Oregon",1907
41023,"Grant County, Oregon",7183
41025,"Harney County, Oregon",7228
41027,"Hood River County, Oregon",23131
41029,"Jackson County, Oregon",214267
41031,"Jefferson County, Oregon",23143
41033,"Josephine County, Oregon",85481
41035,"Klamath County, Oregon",66310
41037,"Lake County, Oregon",7843
41039,"Lane County, Oregon",368882
41041,"Lincoln County, Oregon",47881
41043,"Linn County, Oregon",122870
41045,"Malheur County, Oregon",30431
41047,"Marion County, Oregon",335553
41049,"Morrow County, Oregon",11215
41051,"Multnomah County, Oregon",798647
41053,"Polk County, Oregon",81427
41055,"Sherman County, Oregon",1605
41057,"Tillamook County, Oregon",26076
41059,"Umatilla County, Oregon",76898
41061,"Union County, Oregon",26028
41063,"Wallowa County, Oregon",6924
41065,"Wasco County, Oregon",25866
41067,"Washington County, Oregon",581821
41069,"Wheeler County, Oregon",1426
41071,"Yamhill County, Oregon",103820
42001,"Adams County, Pennsylvania",102023
42003,"Allegheny County, Pennsylvania",1225561
42005,"Armstrong County, Pennsylvania",66331
42007,"Beaver County, Pennsylvania",166896
42009,"Bedford County, Pennsylvania",48611
42011,"Berks County, Pennsylvania",416642
42013,"Blair County, Pennsylvania",123842
42015,"Bradford County, Pennsylvania",61304
42017,"Bucks County, Pennsylvania",626370
42019,"Butler County, Pennsylvania",186566
42021,"Cambria County, Pennsylvania",134550
42023,"Cameron County, Pennsylvania",4686
42025,"Carbon County, Pennsylvania",63931
42027,"Centre County, Pennsylvania",161443
42029,"Chester County, Pennsylvania",517156
42031,"Clarion County, Pennsylvania",38827
42033,"Clearfield County, Pennsylvania",80216
42035,"Clinton County, Pennsylvania",39074
42037,"Columbia County, Pennsylvania",66220
42039,"Crawford County, Pennsylvania",86164
42041,"Cumberland County, Pennsylvania",247433
42043,"Dauphin County, Pennsylvania",274515
42045,"Delaware County, Pennsylvania",563527
