Confirmed,Date,Deaths,Province_State,new_confirmed,new_deaths,new_confirmed_7,new_deaths_7,new_confirmed_14,new_deaths_14,RegionCode,stringency,containment,State_FIPS,StateName,population,per_100k_new_confirmed_7,per_100k_new_deaths_7
600696.0,2020-08-24,11747.0,Texas,4222.0,46.0,5313.714285714285,185.42857142857142,6353.5,179.78571428571428,TX,53.24,55.9,48,Texas,27885195.0,19.055682722370367,0.6649713994417877
606928.0,2020-08-25,11940.0,Texas,6232.0,193.0,5101.857142857143,179.42857142857142,6215.571428571428,193.78571428571428,TX,53.24,55.9,48,Texas,27885195.0,18.295934967846353,0.6434546053150118
613278.0,2020-08-26,12144.0,Texas,6350.0,204.0,5176.428571428572,172.42857142857142,6214.142857142857,186.64285714285714,TX,49.54,53.12,48,Texas,27885195.0,18.563357980564856,0.6183516788337733
617230.0,2020-08-27,12370.0,Texas,3952.0,226.0,4987.142857142857,170.57142857142858,6003.285714285715,185.57142857142858,TX,49.54,53.12,48,Texas,27885195.0,17.88455435632728,0.6116917187469142
622425.0,2020-08-28,12538.0,Texas,5195.0,168.0,4918.857142857143,160.14285714285714,5742.428571428572,175.35714285714286,TX,49.54,53.12,48,Texas,27885195.0,17.63967274697969,0.5742934813360894
629878.0,2020-08-29,12611.0,Texas,7453.0,73.0,5452.0,147.0,5782.142857142857,167.0,TX,49.54,53.12,48,Texas,27885195.0,19.551593596530346,0.527161456106009
632734.0,2020-08-30,12688.0,Texas,2856.0,77.0,5180.0,141.0,5354.0,163.35714285714286,TX,49.54,53.12,48,Texas,27885195.0,18.576165596116503,0.5056446619792331
635958.0,2020-08-31,12783.0,Texas,3224.0,95.0,5037.428571428572,148.0,5175.571428571428,166.71428571428572,TX,49.54,53.12,48,Texas,27885195.0,18.064885583294547,0.5307475884604717
641021.0,2020-09-01,12923.0,Texas,5063.0,140.0,4870.428571428572,140.42857142857142,4986.142857142857,159.92857142857142,TX,49.54,53.12,48,Texas,27885195.0,17.466001480099287,0.5035954434909686
645179.0,2020-09-02,13109.0,Texas,4158.0,186.0,4557.285714285715,137.85714285714286,4866.857142857143,155.14285714285714,TX,49.54,53.12,48,Texas,27885195.0,16.34302974853041,0.4943739602937791
648750.0,2020-09-03,13300.0,Texas,3571.0,191.0,4502.857142857143,132.85714285714286,4745.0,151.71428571428572,TX,49.54,53.12,48,Texas,27885195.0,16.14784168752323,0.4764432985214658
654665.0,2020-09-04,13430.0,Texas,5915.0,130.0,4605.714285714285,127.42857142857143,4762.285714285715,143.78571428571428,TX,49.54,53.12,48,Texas,27885195.0,16.516701015410813,0.4569757228829543
659154.0,2020-09-05,13582.0,Texas,4489.0,152.0,4182.285714285715,138.71428571428572,4817.142857142857,142.85714285714286,TX,49.54,53.12,48,Texas,27885195.0,14.998230115606919,0.49744778802617556
661654.0,2020-09-06,13662.0,Texas,2500.0,80.0,4131.428571428572,139.14285714285714,4655.714285714285,140.07142857142858,TX,49.54,53.12,48,Texas,27885195.0,14.815849670151389,0.49898470189237387
662521.0,2020-09-07,13703.0,Texas,867.0,41.0,3794.714285714286,131.42857142857142,4416.071428571428,139.71428571428572,TX,49.54,53.12,48,Texas,27885195.0,13.60834767594161,0.4713202523008049
