county_name,state,standardized_date,# Infected,# Deaths,total_number_of_days,population,# Susceptible
Warren County,NY,2020-03-27,8.0,0.0,21,65707,65699.0
Warren County,NY,2020-03-28,13.0,0.0,21,65707,65694.0
Warren County,NY,2020-03-29,18.0,0.0,21,65707,65689.0
Warren County,NY,2020-03-30,18.0,0.0,21,65707,65689.0
Warren County,NY,2020-03-31,18.0,0.0,21,65707,65689.0
Warren County,NY,2020-04-01,18.0,0.0,21,65707,65689.0
Warren County,NY,2020-04-02,18.0,0.0,21,65707,65689.0
Warren County,NY,2020-04-03,19.0,0.0,21,65707,65688.0
Warren County,NY,2020-04-04,20.0,1.0,21,65707,65687.0
Warren County,NY,2020-04-05,26.0,1.0,21,65707,65681.0
Warren County,NY,2020-04-06,26.0,1.0,21,65707,65681.0
Warren County,NY,2020-04-07,31.0,1.0,21,65707,65676.0
Warren County,NY,2020-04-08,33.0,1.0,21,65707,65674.0
Warren County,NY,2020-04-09,40.0,1.0,21,65707,65667.0
Warren County,NY,2020-04-10,43.0,1.0,21,65707,65664.0
Warren County,NY,2020-04-11,44.0,1.0,21,65707,65663.0
Warren County,NY,2020-04-12,46.0,1.0,21,65707,65661.0
Warren County,NY,2020-04-13,48.0,1.0,21,65707,65659.0
Washington County,NY,2020-03-23,3.0,0.0,21,63216,63213.0
Washington County,NY,2020-03-24,3.0,0.0,21,63216,63213.0
Washington County,NY,2020-03-25,4.0,0.0,21,63216,63212.0
Washington County,NY,2020-03-26,4.0,0.0,21,63216,63212.0
Washington County,NY,2020-03-27,6.0,0.0,21,63216,63210.0
Washington County,NY,2020-03-28,6.0,0.0,21,63216,63210.0
Washington County,NY,2020-03-29,7.0,0.0,21,63216,63209.0
Washington County,NY,2020-03-30,7.0,0.0,21,63216,63209.0
Washington County,NY,2020-03-31,10.0,0.0,21,63216,63206.0
Washington County,NY,2020-04-01,10.0,0.0,21,63216,63206.0
Washington County,NY,2020-04-02,12.0,0.0,21,63216,63204.0
Washington County,NY,2020-04-03,15.0,0.0,21,63216,63201.0
Washington County,NY,2020-04-04,16.0,1.0,21,63216,63200.0
Washington County,NY,2020-04-05,18.0,1.0,21,63216,63198.0
Washington County,NY,2020-04-06,19.0,1.0,21,63216,63197.0
Washington County,NY,2020-04-07,19.0,1.0,21,63216,63197.0
Washington County,NY,2020-04-08,20.0,1.0,21,63216,63196.0
Washington County,NY,2020-04-09,25.0,1.0,21,63216,63191.0
Washington County,NY,2020-04-10,26.0,1.0,21,63216,63190.0
Washington County,NY,2020-04-11,31.0,1.0,21,63216,63185.0
Washington County,NY,2020-04-12,34.0,2.0,21,63216,63182.0
Washington County,NY,2020-04-13,37.0,2.0,21,63216,63179.0
Wayne County,NY,2020-03-22,3.0,0.0,22,93772,93769.0
Wayne County,NY,2020-03-23,6.0,0.0,22,93772,93766.0
Wayne County,NY,2020-03-24,6.0,0.0,22,93772,93766.0
Wayne County,NY,2020-03-25,7.0,0.0,22,93772,93765.0
Wayne County,NY,2020-03-26,8.0,0.0,22,93772,93764.0
Wayne County,NY,2020-03-27,11.0,0.0,22,93772,93761.0
Wayne County,NY,2020-03-28,12.0,0.0,22,93772,93760.0
Wayne County,NY,2020-03-29,12.0,0.0,22,93772,93760.0
Wayne County,NY,2020-03-30,15.0,0.0,22,93772,93757.0
Wayne County,NY,2020-03-31,20.0,0.0,22,93772,93752.0
Wayne County,NY,2020-04-01,20.0,0.0,22,93772,93752.0
Wayne County,NY,2020-04-02,27.0,0.0,22,93772,93745.0
Wayne County,NY,2020-04-03,30.0,0.0,22,93772,93742.0
Wayne County,NY,2020-04-04,30.0,0.0,22,93772,93742.0
Wayne County,NY,2020-04-05,32.0,0.0,22,93772,93740.0
Wayne County,NY,2020-04-06,34.0,0.0,22,93772,93738.0
Wayne County,NY,2020-04-07,35.0,0.0,22,93772,93737.0
Wayne County,NY,2020-04-08,39.0,0.0,22,93772,93733.0
Wayne County,NY,2020-04-09,39.0,0.0,22,93772,93733.0
Wayne County,NY,2020-04-10,41.0,0.0,22,93772,93731.0
Wayne County,NY,2020-04-11,42.0,0.0,22,93772,93730.0
Wayne County,NY,2020-04-12,42.0,0.0,22,93772,93730.0
Wayne County,NY,2020-04-13,42.0,0.0,22,93772,93730.0
Westchester County,NY,2020-03-04,10.0,0.0,40,949113,949103.0
Westchester County,NY,2020-03-05,18.0,0.0,40,949113,949095.0
Westchester County,NY,2020-03-06,19.0,0.0,40,949113,949094.0
Westchester County,NY,2020-03-07,57.0,0.0,40,949113,949056.0
Westchester County,NY,2020-03-08,83.0,0.0,40,949113,949030.0
Westchester County,NY,2020-03-09,98.0,0.0,40,949113,949015.0
Westchester County,NY,2020-03-10,108.0,0.0,40,949113,949005.0
Westchester County,NY,2020-03-11,121.0,0.0,40,949113,948992.0
Westchester County,NY,2020-03-12,148.0,0.0,40,949113,948965.0
Westchester County,NY,2020-03-13,158.0,0.0,40,949113,948955.0
Westchester County,NY,2020-03-14,178.0,0.0,40,949113,948935.0
Westchester County,NY,2020-03-15,196.0,0.0,40,949113,948917.0
Westchester County,NY,2020-03-16,220.0,0.0,40,949113,948893.0
Westchester County,NY,2020-03-17,380.0,0.0,40,949113,948733.0
Westchester County,NY,2020-03-18,538.0,0.0,40,949113,948575.0
Westchester County,NY,2020-03-19,798.0,0.0,40,949113,948315.0
Westchester County,NY,2020-03-20,1091.0,0.0,40,949113,948022.0
Westchester County,NY,2020-03-21,1385.0,0.0,40,949113,947728.0
Westchester County,NY,2020-03-22,1873.0,1.0,40,949113,947240.0
Westchester County,NY,2020-03-23,2894.0,1.0,40,949113,946219.0
Westchester County,NY,2020-03-24,3891.0,1.0,40,949113,945222.0
Westchester County,NY,2020-03-25,4691.0,8.0,40,949113,944422.0
Westchester County,NY,2020-03-26,5944.0,10.0,40,949113,943169.0
Westchester County,NY,2020-03-27,7187.0,10.0,40,949113,941926.0
Westchester County,NY,2020-03-28,7875.0,10.0,40,949113,941238.0
Westchester County,NY,2020-03-29,8519.0,10.0,40,949113,940594.0
Westchester County,NY,2020-03-30,9329.0,19.0,40,949113,939784.0
Westchester County,NY,2020-03-31,9967.0,25.0,40,949113,939146.0
Westchester County,NY,2020-04-01,10683.0,64.0,40,949113,938430.0
Westchester County,NY,2020-04-02,11567.0,67.0,40,949113,937546.0
Westchester County,NY,2020-04-03,12351.0,71.0,40,949113,936762.0
Westchester County,NY,2020-04-04,13081.0,197.0,40,949113,936032.0
Westchester County,NY,2020-04-05,13723.0,211.0,40,949113,935390.0
Westchester County,NY,2020-04-06,14294.0,233.0,40,949113,934819.0
Westchester County,NY,2020-04-07,14804.0,283.0,40,949113,934309.0
Westchester County,NY,2020-04-08,15887.0,315.0,40,949113,933226.0
Westchester County,NY,2020-04-09,17004.0,389.0,40,949113,932109.0
Westchester County,NY,2020-04-10,18077.0,389.0,40,949113,931036.0
Westchester County,NY,2020-04-11,18729.0,461.0,40,949113,930384.0
Westchester County,NY,2020-04-12,19313.0,511.0,40,949113,929800.0
Westchester County,NY,2020-04-13,19786.0,557.0,40,949113,929327.0
Wyoming County,NY,2020-03-19,2.0,0.0,25,42155,42153.0
Wyoming County,NY,2020-03-20,2.0,0.0,25,42155,42153.0
Wyoming County,NY,2020-03-21,2.0,0.0,25,42155,42153.0
Wyoming County,NY,2020-03-22,2.0,0.0,25,42155,42153.0
Wyoming County,NY,2020-03-23,6.0,0.0,25,42155,42149.0
Wyoming County,NY,2020-03-24,4.0,0.0,25,42155,42151.0
Wyoming County,NY,2020-03-25,4.0,1.0,25,42155,42151.0
Wyoming County,NY,2020-03-26,7.0,1.0,25,42155,42148.0
Wyoming County,NY,2020-03-27,7.0,1.0,25,42155,42148.0
Wyoming County,NY,2020-03-28,7.0,0.0,25,42155,42148.0
Wyoming County,NY,2020-03-29,8.0,1.0,25,42155,42147.0
Wyoming County,NY,2020-03-30,8.0,1.0,25,42155,42147.0
Wyoming County,NY,2020-03-31,9.0,1.0,25,42155,42146.0
Wyoming County,NY,2020-04-01,10.0,1.0,25,42155,42145.0
Wyoming County,NY,2020-04-02,14.0,1.0,25,42155,42141.0
Wyoming County,NY,2020-04-03,15.0,1.0,25,42155,42140.0
Wyoming County,NY,2020-04-04,18.0,1.0,25,42155,42137.0
Wyoming County,NY,2020-04-05,22.0,1.0,25,42155,42133.0
Wyoming County,NY,2020-04-06,23.0,1.0,25,42155,42132.0
Wyoming County,NY,2020-04-07,23.0,1.0,25,42155,42132.0
Wyoming County,NY,2020-04-08,27.0,1.0,25,42155,42128.0
Wyoming County,NY,2020-04-09,29.0,1.0,25,42155,42126.0
Wyoming County,NY,2020-04-10,30.0,1.0,25,42155,42125.0
Wyoming County,NY,2020-04-11,31.0,1.0,25,42155,42124.0
Wyoming County,NY,2020-04-12,31.0,1.0,25,42155,42124.0
Wyoming County,NY,2020-04-13,31.0,4.0,25,42155,42124.0
Yates County,NY,2020-04-02,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-03,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-04,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-05,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-06,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-07,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-08,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-09,1.0,0.0,11,25348,25347.0
Yates County,NY,2020-04-10,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-11,2.0,0.0,11,25348,25346.0
Yates County,NY,2020-04-12,3.0,0.0,11,25348,25345.0
Yates County,NY,2020-04-13,4.0,0.0,11,25348,25344.0
