county_name,state,standardized_date,# Infected,# Deaths,total_number_of_days,population,# Susceptible
Saratoga County,NY,2020-03-21,24.0,0.0,37,219607,219583.0
Saratoga County,NY,2020-03-22,41.0,0.0,37,219607,219566.0
Saratoga County,NY,2020-03-23,53.0,0.0,37,219607,219554.0
Saratoga County,NY,2020-03-24,60.0,0.0,37,219607,219547.0
Saratoga County,NY,2020-03-25,64.0,0.0,37,219607,219543.0
Saratoga County,NY,2020-03-26,73.0,0.0,37,219607,219534.0
Saratoga County,NY,2020-03-27,82.0,0.0,37,219607,219525.0
Saratoga County,NY,2020-03-28,82.0,0.0,37,219607,219525.0
Saratoga County,NY,2020-03-29,102.0,0.0,37,219607,219505.0
Saratoga County,NY,2020-03-30,105.0,0.0,37,219607,219502.0
Saratoga County,NY,2020-03-31,108.0,0.0,37,219607,219499.0
Saratoga County,NY,2020-04-01,122.0,0.0,37,219607,219485.0
Saratoga County,NY,2020-04-02,132.0,0.0,37,219607,219475.0
Saratoga County,NY,2020-04-03,141.0,0.0,37,219607,219466.0
Saratoga County,NY,2020-04-04,141.0,0.0,37,219607,219466.0
Saratoga County,NY,2020-04-05,148.0,0.0,37,219607,219459.0
Saratoga County,NY,2020-04-06,153.0,0.0,37,219607,219454.0
Saratoga County,NY,2020-04-07,155.0,1.0,37,219607,219452.0
Saratoga County,NY,2020-04-08,162.0,1.0,37,219607,219445.0
Saratoga County,NY,2020-04-09,172.0,1.0,37,219607,219435.0
Saratoga County,NY,2020-04-10,182.0,5.0,37,219607,219425.0
Saratoga County,NY,2020-04-11,187.0,5.0,37,219607,219420.0
Saratoga County,NY,2020-04-12,196.0,5.0,37,219607,219411.0
Saratoga County,NY,2020-04-13,201.0,6.0,37,219607,219406.0
Schenectady County,NY,2020-03-15,2.0,0.0,29,154727,154725.0
Schenectady County,NY,2020-03-16,4.0,0.0,29,154727,154723.0
Schenectady County,NY,2020-03-17,5.0,0.0,29,154727,154722.0
Schenectady County,NY,2020-03-18,14.0,0.0,29,154727,154713.0
Schenectady County,NY,2020-03-19,18.0,0.0,29,154727,154709.0
Schenectady County,NY,2020-03-20,21.0,0.0,29,154727,154706.0
Schenectady County,NY,2020-03-21,21.0,0.0,29,154727,154706.0
Schenectady County,NY,2020-03-22,39.0,0.0,29,154727,154688.0
Schenectady County,NY,2020-03-23,44.0,0.0,29,154727,154683.0
Schenectady County,NY,2020-03-24,46.0,0.0,29,154727,154681.0
Schenectady County,NY,2020-03-25,55.0,0.0,29,154727,154672.0
Schenectady County,NY,2020-03-26,62.0,1.0,29,154727,154665.0
Schenectady County,NY,2020-03-27,66.0,1.0,29,154727,154661.0
Schenectady County,NY,2020-03-28,72.0,1.0,29,154727,154655.0
Schenectady County,NY,2020-03-29,76.0,1.0,29,154727,154651.0
Schenectady County,NY,2020-03-30,80.0,1.0,29,154727,154647.0
Schenectady County,NY,2020-03-31,85.0,1.0,29,154727,154642.0
Schenectady County,NY,2020-04-01,93.0,1.0,29,154727,154634.0
Schenectady County,NY,2020-04-02,101.0,5.0,29,154727,154626.0
Schenectady County,NY,2020-04-03,110.0,5.0,29,154727,154617.0
Schenectady County,NY,2020-04-04,117.0,6.0,29,154727,154610.0
Schenectady County,NY,2020-04-05,128.0,6.0,29,154727,154599.0
Schenectady County,NY,2020-04-06,138.0,7.0,29,154727,154589.0
Schenectady County,NY,2020-04-07,145.0,8.0,29,154727,154582.0
Schenectady County,NY,2020-04-08,149.0,8.0,29,154727,154578.0
Schenectady County,NY,2020-04-09,167.0,9.0,29,154727,154560.0
Schenectady County,NY,2020-04-10,191.0,9.0,29,154727,154536.0
Schenectady County,NY,2020-04-11,194.0,10.0,29,154727,154533.0
Schenectady County,NY,2020-04-12,199.0,10.0,29,154727,154528.0
Schenectady County,NY,2020-04-13,204.0,12.0,29,154727,154523.0
Schoharie County,NY,2020-03-25,2.0,0.0,19,32749,32747.0
Schoharie County,NY,2020-03-26,2.0,0.0,19,32749,32747.0
Schoharie County,NY,2020-03-27,3.0,0.0,19,32749,32746.0
Schoharie County,NY,2020-03-28,5.0,0.0,19,32749,32744.0
Schoharie County,NY,2020-03-29,5.0,0.0,19,32749,32744.0
Schoharie County,NY,2020-03-30,6.0,0.0,19,32749,32743.0
Schoharie County,NY,2020-03-31,6.0,0.0,19,32749,32743.0
Schoharie County,NY,2020-04-01,8.0,0.0,19,32749,32741.0
Schoharie County,NY,2020-04-02,8.0,0.0,19,32749,32741.0
Schoharie County,NY,2020-04-03,9.0,0.0,19,32749,32740.0
Schoharie County,NY,2020-04-04,10.0,0.0,19,32749,32739.0
Schoharie County,NY,2020-04-05,10.0,0.0,19,32749,32739.0
Schoharie County,NY,2020-04-06,11.0,0.0,19,32749,32738.0
Schoharie County,NY,2020-04-07,12.0,0.0,19,32749,32737.0
Schoharie County,NY,2020-04-08,12.0,0.0,19,32749,32737.0
Schoharie County,NY,2020-04-09,12.0,0.0,19,32749,32737.0
Schoharie County,NY,2020-04-10,12.0,0.0,19,32749,32737.0
Schoharie County,NY,2020-04-11,12.0,0.0,19,32749,32737.0
Schoharie County,NY,2020-04-12,12.0,0.0,19,32749,32737.0
Schoharie County,NY,2020-04-13,12.0,1.0,19,32749,32737.0
Schuyler County,NY,2020-03-30,2.0,0.0,14,18343,18341.0
Schuyler County,NY,2020-03-31,2.0,0.0,14,18343,18341.0
Schuyler County,NY,2020-04-01,2.0,0.0,14,18343,18341.0
Schuyler County,NY,2020-04-02,3.0,0.0,14,18343,18340.0
Schuyler County,NY,2020-04-03,3.0,0.0,14,18343,18340.0
Schuyler County,NY,2020-04-04,4.0,0.0,14,18343,18339.0
Schuyler County,NY,2020-04-05,4.0,0.0,14,18343,18339.0
Schuyler County,NY,2020-04-06,4.0,0.0,14,18343,18339.0
Schuyler County,NY,2020-04-07,4.0,0.0,14,18343,18339.0
Schuyler County,NY,2020-04-08,4.0,0.0,14,18343,18339.0
Schuyler County,NY,2020-04-09,4.0,0.0,14,18343,18339.0
Schuyler County,NY,2020-04-10,5.0,0.0,14,18343,18338.0
Schuyler County,NY,2020-04-11,16.0,0.0,14,18343,18327.0
Schuyler County,NY,2020-04-12,5.0,0.0,14,18343,18338.0
Schuyler County,NY,2020-04-13,5.0,0.0,14,18343,18338.0
Seneca County,NY,2020-03-31,2.0,0.0,13,35251,35249.0
Seneca County,NY,2020-04-01,2.0,0.0,13,35251,35249.0
Seneca County,NY,2020-04-02,4.0,0.0,13,35251,35247.0
Seneca County,NY,2020-04-03,6.0,0.0,13,35251,35245.0
Seneca County,NY,2020-04-04,6.0,0.0,13,35251,35245.0
Seneca County,NY,2020-04-05,9.0,0.0,13,35251,35242.0
Seneca County,NY,2020-04-06,9.0,0.0,13,35251,35242.0
Seneca County,NY,2020-04-07,10.0,0.0,13,35251,35241.0
Seneca County,NY,2020-04-08,12.0,0.0,13,35251,35239.0
Seneca County,NY,2020-04-09,15.0,0.0,13,35251,35236.0
Seneca County,NY,2020-04-10,15.0,0.0,13,35251,35236.0
Seneca County,NY,2020-04-11,80.0,1.0,13,35251,35171.0
Seneca County,NY,2020-04-12,16.0,1.0,13,35251,35235.0
Seneca County,NY,2020-04-13,16.0,1.0,13,35251,35235.0
Somerset County,NJ,2020-03-16,5.0,0.0,28,323444,323439.0
Somerset County,NJ,2020-03-17,7.0,0.0,28,323444,323437.0
Somerset County,NJ,2020-03-18,16.0,0.0,28,323444,323428.0
Somerset County,NJ,2020-03-19,21.0,0.0,28,323444,323423.0
Somerset County,NJ,2020-03-20,28.0,0.0,28,323444,323416.0
Somerset County,NJ,2020-03-21,34.0,0.0,28,323444,323410.0
Somerset County,NJ,2020-03-22,51.0,1.0,28,323444,323393.0
Somerset County,NJ,2020-03-23,67.0,2.0,28,323444,323377.0
Somerset County,NJ,2020-03-24,102.0,2.0,28,323444,323342.0
Somerset County,NJ,2020-03-25,117.0,2.0,28,323444,323327.0
Somerset County,NJ,2020-03-26,179.0,3.0,28,323444,323265.0
Somerset County,NJ,2020-03-27,222.0,6.0,28,323444,323222.0
Somerset County,NJ,2020-03-28,222.0,8.0,28,323444,323222.0
Somerset County,NJ,2020-03-29,295.0,8.0,28,323444,323149.0
Somerset County,NJ,2020-03-30,349.0,8.0,28,323444,323095.0
Somerset County,NJ,2020-03-31,413.0,8.0,28,323444,323031.0
Somerset County,NJ,2020-04-01,472.0,15.0,28,323444,322972.0
Somerset County,NJ,2020-04-02,549.0,17.0,28,323444,322895.0
Somerset County,NJ,2020-04-03,641.0,23.0,28,323444,322803.0
Somerset County,NJ,2020-04-04,765.0,24.0,28,323444,322679.0
Somerset County,NJ,2020-04-05,833.0,26.0,28,323444,322611.0
Somerset County,NJ,2020-04-06,902.0,31.0,28,323444,322542.0
Somerset County,NJ,2020-04-07,1033.0,40.0,28,323444,322411.0
Somerset County,NJ,2020-04-08,1189.0,46.0,28,323444,322255.0
Somerset County,NJ,2020-04-09,1335.0,59.0,28,323444,322109.0
Somerset County,NJ,2020-04-10,1523.0,69.0,28,323444,321921.0
Somerset County,NJ,2020-04-11,1642.0,78.0,28,323444,321802.0
Somerset County,NJ,2020-04-12,1732.0,79.0,28,323444,321712.0
Somerset County,NJ,2020-04-13,1809.0,79.0,28,323444,321635.0
St. Lawrence County,NY,2020-03-26,2.0,0.0,18,111944,111942.0
St. Lawrence County,NY,2020-03-27,2.0,0.0,18,111944,111942.0
St. Lawrence County,NY,2020-03-28,8.0,0.0,18,111944,111936.0
St. Lawrence County,NY,2020-03-29,12.0,0.0,18,111944,111932.0
St. Lawrence County,NY,2020-03-30,13.0,0.0,18,111944,111931.0
St. Lawrence County,NY,2020-03-31,30.0,0.0,18,111944,111914.0
St. Lawrence County,NY,2020-04-01,34.0,0.0,18,111944,111910.0
St. Lawrence County,NY,2020-04-02,39.0,0.0,18,111944,111905.0
St. Lawrence County,NY,2020-04-03,43.0,0.0,18,111944,111901.0
St. Lawrence County,NY,2020-04-04,52.0,0.0,18,111944,111892.0
St. Lawrence County,NY,2020-04-05,55.0,0.0,18,111944,111889.0
St. Lawrence County,NY,2020-04-06,59.0,0.0,18,111944,111885.0
St. Lawrence County,NY,2020-04-07,60.0,0.0,18,111944,111884.0
St. Lawrence County,NY,2020-04-08,69.0,0.0,18,111944,111875.0
St. Lawrence County,NY,2020-04-09,76.0,1.0,18,111944,111868.0
St. Lawrence County,NY,2020-04-10,78.0,1.0,18,111944,111866.0
St. Lawrence County,NY,2020-04-11,80.0,1.0,18,111944,111864.0
St. Lawrence County,NY,2020-04-12,85.0,1.0,18,111944,111859.0
St. Lawrence County,NY,2020-04-13,89.0,1.0,18,111944,111855.0
Steuben County,NY,2020-03-22,3.0,0.0,22,98990,98987.0
Steuben County,NY,2020-03-23,4.0,0.0,22,98990,98986.0
Steuben County,NY,2020-03-24,5.0,0.0,22,98990,98985.0
Steuben County,NY,2020-03-25,8.0,0.0,22,98990,98982.0
Steuben County,NY,2020-03-26,11.0,0.0,22,98990,98979.0
Steuben County,NY,2020-03-27,12.0,0.0,22,98990,98978.0
Steuben County,NY,2020-03-28,13.0,0.0,22,98990,98977.0
Steuben County,NY,2020-03-29,19.0,0.0,22,98990,98971.0
Steuben County,NY,2020-03-30,19.0,0.0,22,98990,98971.0
Steuben County,NY,2020-03-31,24.0,0.0,22,98990,98966.0
Steuben County,NY,2020-04-01,38.0,0.0,22,98990,98952.0
Steuben County,NY,2020-04-02,43.0,1.0,22,98990,98947.0
Steuben County,NY,2020-04-03,46.0,1.0,22,98990,98944.0
Steuben County,NY,2020-04-04,55.0,1.0,22,98990,98935.0
Steuben County,NY,2020-04-05,55.0,1.0,22,98990,98935.0
Steuben County,NY,2020-04-06,59.0,1.0,22,98990,98931.0
Steuben County,NY,2020-04-07,75.0,1.0,22,98990,98915.0
Steuben County,NY,2020-04-08,82.0,3.0,22,98990,98908.0
Steuben County,NY,2020-04-09,89.0,3.0,22,98990,98901.0
Steuben County,NY,2020-04-10,117.0,3.0,22,98990,98873.0
Steuben County,NY,2020-04-11,119.0,5.0,22,98990,98871.0
Steuben County,NY,2020-04-12,121.0,5.0,22,98990,98869.0
Steuben County,NY,2020-04-13,123.0,5.0,22,98990,98867.0
Suffolk County,NY,2020-03-11,6.0,0.0,33,1493350,1493344.0
Suffolk County,NY,2020-03-12,20.0,0.0,33,1493350,1493330.0
Suffolk County,NY,2020-03-13,28.0,0.0,33,1493350,1493322.0
Suffolk County,NY,2020-03-14,41.0,0.0,33,1493350,1493309.0
Suffolk County,NY,2020-03-15,47.0,0.0,33,1493350,1493303.0
Suffolk County,NY,2020-03-16,63.0,2.0,33,1493350,1493287.0
Suffolk County,NY,2020-03-17,84.0,2.0,33,1493350,1493266.0
Suffolk County,NY,2020-03-18,116.0,3.0,33,1493350,1493234.0
Suffolk County,NY,2020-03-19,178.0,3.0,33,1493350,1493172.0
Suffolk County,NY,2020-03-20,371.0,3.0,33,1493350,1492979.0
Suffolk County,NY,2020-03-21,662.0,3.0,33,1493350,1492688.0
Suffolk County,NY,2020-03-22,1034.0,4.0,33,1493350,1492316.0
Suffolk County,NY,2020-03-23,1458.0,4.0,33,1493350,1491892.0
Suffolk County,NY,2020-03-24,1880.0,17.0,33,1493350,1491470.0
Suffolk County,NY,2020-03-25,2260.0,20.0,33,1493350,1491090.0
Suffolk County,NY,2020-03-26,2735.0,22.0,33,1493350,1490615.0
Suffolk County,NY,2020-03-27,3386.0,30.0,33,1493350,1489964.0
Suffolk County,NY,2020-03-28,4138.0,37.0,33,1493350,1489212.0
Suffolk County,NY,2020-03-29,5023.0,40.0,33,1493350,1488327.0
Suffolk County,NY,2020-03-30,5791.0,44.0,33,1493350,1487559.0
Suffolk County,NY,2020-03-31,6713.0,53.0,33,1493350,1486637.0
Suffolk County,NY,2020-04-01,7605.0,69.0,33,1493350,1485745.0
Suffolk County,NY,2020-04-02,8746.0,84.0,33,1493350,1484604.0
Suffolk County,NY,2020-04-03,10154.0,96.0,33,1493350,1483196.0
Suffolk County,NY,2020-04-04,11370.0,175.0,33,1493350,1481980.0
Suffolk County,NY,2020-04-05,12405.0,175.0,33,1493350,1480945.0
Suffolk County,NY,2020-04-06,13487.0,236.0,33,1493350,1479863.0
Suffolk County,NY,2020-04-07,14517.0,263.0,33,1493350,1478833.0
Suffolk County,NY,2020-04-08,15844.0,323.0,33,1493350,1477506.0
Suffolk County,NY,2020-04-09,17413.0,369.0,33,1493350,1475937.0
Suffolk County,NY,2020-04-10,18692.0,414.0,33,1493350,1474658.0
Suffolk County,NY,2020-04-11,19883.0,458.0,33,1493350,1473467.0
Suffolk County,NY,2020-04-12,20816.0,518.0,33,1493350,1472534.0
Suffolk County,NY,2020-04-13,21643.0,568.0,33,1493350,1471707.0
Sullivan County,NY,2020-03-19,3.0,0.0,25,77547,77544.0
Sullivan County,NY,2020-03-20,8.0,0.0,25,77547,77539.0
Sullivan County,NY,2020-03-21,8.0,0.0,25,77547,77539.0
Sullivan County,NY,2020-03-22,16.0,0.0,25,77547,77531.0
Sullivan County,NY,2020-03-23,23.0,0.0,25,77547,77524.0
Sullivan County,NY,2020-03-24,30.0,0.0,25,77547,77517.0
Sullivan County,NY,2020-03-25,39.0,0.0,25,77547,77508.0
Sullivan County,NY,2020-03-26,53.0,0.0,25,77547,77494.0
Sullivan County,NY,2020-03-27,64.0,0.0,25,77547,77483.0
Sullivan County,NY,2020-03-28,72.0,0.0,25,77547,77475.0
Sullivan County,NY,2020-03-29,88.0,0.0,25,77547,77459.0
Sullivan County,NY,2020-03-30,101.0,0.0,25,77547,77446.0
Sullivan County,NY,2020-03-31,109.0,2.0,25,77547,77438.0
Sullivan County,NY,2020-04-01,121.0,4.0,25,77547,77426.0
Sullivan County,NY,2020-04-02,143.0,5.0,25,77547,77404.0
Sullivan County,NY,2020-04-03,168.0,5.0,25,77547,77379.0
Sullivan County,NY,2020-04-04,193.0,5.0,25,77547,77354.0
Sullivan County,NY,2020-04-05,234.0,5.0,25,77547,77313.0
Sullivan County,NY,2020-04-06,253.0,7.0,25,77547,77294.0
Sullivan County,NY,2020-04-07,270.0,7.0,25,77547,77277.0
Sullivan County,NY,2020-04-08,279.0,7.0,25,77547,77268.0
Sullivan County,NY,2020-04-09,294.0,7.0,25,77547,77253.0
Sullivan County,NY,2020-04-10,318.0,7.0,25,77547,77229.0
Sullivan County,NY,2020-04-11,340.0,7.0,25,77547,77207.0
Sullivan County,NY,2020-04-12,358.0,7.0,25,77547,77189.0
Sullivan County,NY,2020-04-13,380.0,7.0,25,77547,77167.0
Sussex County,NJ,2020-03-19,2.0,0.0,25,149265,149263.0
Sussex County,NJ,2020-03-20,3.0,0.0,25,149265,149262.0
Sussex County,NJ,2020-03-21,6.0,0.0,25,149265,149259.0
Sussex County,NJ,2020-03-22,12.0,0.0,25,149265,149253.0
Sussex County,NJ,2020-03-23,15.0,0.0,25,149265,149250.0
Sussex County,NJ,2020-03-24,18.0,0.0,25,149265,149247.0
Sussex County,NJ,2020-03-25,27.0,0.0,25,149265,149238.0
Sussex County,NJ,2020-03-26,49.0,0.0,25,149265,149216.0
Sussex County,NJ,2020-03-27,65.0,0.0,25,149265,149200.0
Sussex County,NJ,2020-03-28,65.0,1.0,25,149265,149200.0
Sussex County,NJ,2020-03-29,93.0,1.0,25,149265,149172.0
Sussex County,NJ,2020-03-30,113.0,1.0,25,149265,149152.0
Sussex County,NJ,2020-03-31,132.0,1.0,25,149265,149133.0
Sussex County,NJ,2020-04-01,158.0,6.0,25,149265,149107.0
Sussex County,NJ,2020-04-02,179.0,7.0,25,149265,149086.0
Sussex County,NJ,2020-04-03,210.0,8.0,25,149265,149055.0
Sussex County,NJ,2020-04-04,236.0,9.0,25,149265,149029.0
Sussex County,NJ,2020-04-05,267.0,9.0,25,149265,148998.0
Sussex County,NJ,2020-04-06,292.0,11.0,25,149265,148973.0
Sussex County,NJ,2020-04-07,331.0,15.0,25,149265,148934.0
Sussex County,NJ,2020-04-08,357.0,21.0,25,149265,148908.0
Sussex County,NJ,2020-04-09,392.0,21.0,25,149265,148873.0
Sussex County,NJ,2020-04-10,413.0,26.0,25,149265,148852.0
Sussex County,NJ,2020-04-11,456.0,27.0,25,149265,148809.0
Sussex County,NJ,2020-04-12,483.0,35.0,25,149265,148782.0
Sussex County,NJ,2020-04-13,508.0,35.0,25,149265,148757.0
Tioga County,NY,2020-03-26,2.0,0.0,18,51125,51123.0
Tioga County,NY,2020-03-27,2.0,0.0,18,51125,51123.0
Tioga County,NY,2020-03-28,4.0,0.0,18,51125,51121.0
Tioga County,NY,2020-03-29,4.0,0.0,18,51125,51121.0
Tioga County,NY,2020-03-30,4.0,0.0,18,51125,51121.0
Tioga County,NY,2020-03-31,7.0,0.0,18,51125,51118.0
Tioga County,NY,2020-04-01,7.0,0.0,18,51125,51118.0
Tioga County,NY,2020-04-02,7.0,0.0,18,51125,51118.0
Tioga County,NY,2020-04-03,7.0,0.0,18,51125,51118.0
Tioga County,NY,2020-04-04,7.0,0.0,18,51125,51118.0
Tioga County,NY,2020-04-05,7.0,0.0,18,51125,51118.0
Tioga County,NY,2020-04-06,8.0,0.0,18,51125,51117.0
Tioga County,NY,2020-04-07,8.0,0.0,18,51125,51117.0
Tioga County,NY,2020-04-08,12.0,0.0,18,51125,51113.0
Tioga County,NY,2020-04-09,17.0,0.0,18,51125,51108.0
Tioga County,NY,2020-04-10,18.0,0.0,18,51125,51107.0
Tioga County,NY,2020-04-11,19.0,0.0,18,51125,51106.0
Tioga County,NY,2020-04-12,19.0,0.0,18,51125,51106.0
Tioga County,NY,2020-04-13,20.0,0.0,18,51125,51105.0
Tompkins County,NY,2020-03-18,3.0,0.0,26,101564,101561.0
Tompkins County,NY,2020-03-19,6.0,0.0,26,101564,101558.0
Tompkins County,NY,2020-03-20,7.0,0.0,26,101564,101557.0
Tompkins County,NY,2020-03-21,7.0,0.0,26,101564,101557.0
Tompkins County,NY,2020-03-22,13.0,0.0,26,101564,101551.0
Tompkins County,NY,2020-03-23,15.0,0.0,26,101564,101549.0
Tompkins County,NY,2020-03-24,16.0,0.0,26,101564,101548.0
Tompkins County,NY,2020-03-25,16.0,0.0,26,101564,101548.0
Tompkins County,NY,2020-03-26,22.0,0.0,26,101564,101542.0
Tompkins County,NY,2020-03-27,26.0,0.0,26,101564,101538.0
Tompkins County,NY,2020-03-28,45.0,0.0,26,101564,101519.0
Tompkins County,NY,2020-03-29,52.0,0.0,26,101564,101512.0
Tompkins County,NY,2020-03-30,66.0,0.0,26,101564,101498.0
Tompkins County,NY,2020-03-31,66.0,0.0,26,101564,101498.0
Tompkins County,NY,2020-04-01,68.0,0.0,26,101564,101496.0
Tompkins County,NY,2020-04-02,74.0,0.0,26,101564,101490.0
Tompkins County,NY,2020-04-03,84.0,0.0,26,101564,101480.0
Tompkins County,NY,2020-04-04,85.0,0.0,26,101564,101479.0
Tompkins County,NY,2020-04-05,88.0,0.0,26,101564,101476.0
Tompkins County,NY,2020-04-06,94.0,0.0,26,101564,101470.0
Tompkins County,NY,2020-04-07,97.0,0.0,26,101564,101467.0
Tompkins County,NY,2020-04-08,99.0,0.0,26,101564,101465.0
Tompkins County,NY,2020-04-09,105.0,0.0,26,101564,101459.0
Tompkins County,NY,2020-04-10,105.0,0.0,26,101564,101459.0
Tompkins County,NY,2020-04-11,108.0,0.0,26,101564,101456.0
Tompkins County,NY,2020-04-12,109.0,0.0,26,101564,101455.0
Tompkins County,NY,2020-04-13,110.0,0.0,26,101564,101454.0
Ulster County,NY,2020-03-12,4.0,0.0,32,182493,182489.0
Ulster County,NY,2020-03-13,5.0,0.0,32,182493,182488.0
Ulster County,NY,2020-03-14,5.0,0.0,32,182493,182488.0
Ulster County,NY,2020-03-15,5.0,0.0,32,182493,182488.0
Ulster County,NY,2020-03-16,7.0,0.0,32,182493,182486.0
Ulster County,NY,2020-03-17,9.0,0.0,32,182493,182484.0
Ulster County,NY,2020-03-18,9.0,0.0,32,182493,182484.0
Ulster County,NY,2020-03-19,10.0,0.0,32,182493,182483.0
Ulster County,NY,2020-03-20,12.0,0.0,32,182493,182481.0
Ulster County,NY,2020-03-21,26.0,0.0,32,182493,182467.0
Ulster County,NY,2020-03-22,26.0,0.0,32,182493,182467.0
Ulster County,NY,2020-03-23,35.0,0.0,32,182493,182458.0
Ulster County,NY,2020-03-24,47.0,0.0,32,182493,182446.0
Ulster County,NY,2020-03-25,65.0,0.0,32,182493,182428.0
Ulster County,NY,2020-03-26,78.0,0.0,32,182493,182415.0
Ulster County,NY,2020-03-27,98.0,0.0,32,182493,182395.0
Ulster County,NY,2020-03-28,128.0,0.0,32,182493,182365.0
Ulster County,NY,2020-03-29,146.0,1.0,32,182493,182347.0
Ulster County,NY,2020-03-30,190.0,1.0,32,182493,182303.0
Ulster County,NY,2020-03-31,211.0,3.0,32,182493,182282.0
Ulster County,NY,2020-04-01,221.0,3.0,32,182493,182272.0
Ulster County,NY,2020-04-02,240.0,3.0,32,182493,182253.0
Ulster County,NY,2020-04-03,263.0,4.0,32,182493,182230.0
Ulster County,NY,2020-04-04,290.0,4.0,32,182493,182203.0
Ulster County,NY,2020-04-05,332.0,4.0,32,182493,182161.0
Ulster County,NY,2020-04-06,372.0,4.0,32,182493,182121.0
Ulster County,NY,2020-04-07,398.0,5.0,32,182493,182095.0
Ulster County,NY,2020-04-08,422.0,6.0,32,182493,182071.0
Ulster County,NY,2020-04-09,460.0,6.0,32,182493,182033.0
Ulster County,NY,2020-04-10,530.0,9.0,32,182493,181963.0
Ulster County,NY,2020-04-11,589.0,10.0,32,182493,181904.0
Ulster County,NY,2020-04-12,612.0,10.0,32,182493,181881.0
Ulster County,NY,2020-04-13,630.0,12.0,32,182493,181863.0
Union County,NJ,2020-03-15,4.0,0.0,29,536499,536495.0
Union County,NJ,2020-03-16,8.0,0.0,29,536499,536491.0
Union County,NJ,2020-03-17,15.0,0.0,29,536499,536484.0
Union County,NJ,2020-03-18,26.0,0.0,29,536499,536473.0
Union County,NJ,2020-03-19,29.0,0.0,29,536499,536470.0
Union County,NJ,2020-03-20,43.0,0.0,29,536499,536456.0
Union County,NJ,2020-03-21,81.0,0.0,29,536499,536418.0
Union County,NJ,2020-03-22,124.0,0.0,29,536499,536375.0
Union County,NJ,2020-03-23,189.0,0.0,29,536499,536310.0
Union County,NJ,2020-03-24,246.0,1.0,29,536499,536253.0
Union County,NJ,2020-03-25,262.0,1.0,29,536499,536237.0
Union County,NJ,2020-03-26,432.0,1.0,29,536499,536067.0
Union County,NJ,2020-03-27,519.0,1.0,29,536499,535980.0
Union County,NJ,2020-03-28,519.0,10.0,29,536499,535980.0
Union County,NJ,2020-03-29,896.0,10.0,29,536499,535603.0
Union County,NJ,2020-03-30,1213.0,10.0,29,536499,535286.0
Union County,NJ,2020-03-31,1418.0,19.0,29,536499,535081.0
Union County,NJ,2020-04-01,1661.0,29.0,29,536499,534838.0
Union County,NJ,2020-04-02,2010.0,34.0,29,536499,534489.0
Union County,NJ,2020-04-03,2487.0,45.0,29,536499,534012.0
Union County,NJ,2020-04-04,2916.0,66.0,29,536499,533583.0
Union County,NJ,2020-04-05,3216.0,71.0,29,536499,533283.0
Union County,NJ,2020-04-06,3685.0,78.0,29,536499,532814.0
Union County,NJ,2020-04-07,4358.0,95.0,29,536499,532141.0
Union County,NJ,2020-04-08,4831.0,125.0,29,536499,531668.0
Union County,NJ,2020-04-09,5203.0,145.0,29,536499,531296.0
Union County,NJ,2020-04-10,5575.0,161.0,29,536499,530924.0
Union County,NJ,2020-04-11,5865.0,195.0,29,536499,530634.0
Union County,NJ,2020-04-12,6180.0,209.0,29,536499,530319.0
Union County,NJ,2020-04-13,6636.0,209.0,29,536499,529863.0
Warren County,NJ,2020-03-19,3.0,0.0,25,108692,108689.0
Warren County,NJ,2020-03-20,3.0,0.0,25,108692,108689.0
Warren County,NJ,2020-03-21,5.0,0.0,25,108692,108687.0
Warren County,NJ,2020-03-22,9.0,0.0,25,108692,108683.0
Warren County,NJ,2020-03-23,12.0,1.0,25,108692,108680.0
Warren County,NJ,2020-03-24,15.0,1.0,25,108692,108677.0
Warren County,NJ,2020-03-25,18.0,1.0,25,108692,108674.0
Warren County,NJ,2020-03-26,31.0,1.0,25,108692,108661.0
Warren County,NJ,2020-03-27,38.0,1.0,25,108692,108654.0
Warren County,NJ,2020-03-28,38.0,2.0,25,108692,108654.0
Warren County,NJ,2020-03-29,56.0,2.0,25,108692,108636.0
Warren County,NJ,2020-03-30,68.0,2.0,25,108692,108624.0
Warren County,NJ,2020-03-31,76.0,2.0,25,108692,108616.0
Warren County,NJ,2020-04-01,96.0,3.0,25,108692,108596.0
Warren County,NJ,2020-04-02,116.0,3.0,25,108692,108576.0
Warren County,NJ,2020-04-03,149.0,3.0,25,108692,108543.0
Warren County,NJ,2020-04-04,182.0,6.0,25,108692,108510.0
Warren County,NJ,2020-04-05,195.0,6.0,25,108692,108497.0
Warren County,NJ,2020-04-06,215.0,7.0,25,108692,108477.0
Warren County,NJ,2020-04-07,255.0,7.0,25,108692,108437.0
Warren County,NJ,2020-04-08,289.0,9.0,25,108692,108403.0
Warren County,NJ,2020-04-09,319.0,1.0,25,108692,108373.0
Warren County,NJ,2020-04-10,337.0,15.0,25,108692,108355.0
Warren County,NJ,2020-04-11,362.0,18.0,25,108692,108330.0
Warren County,NJ,2020-04-12,395.0,22.0,25,108692,108297.0
Warren County,NJ,2020-04-13,416.0,22.0,25,108692,108276.0
Warren County,NY,2020-03-23,2.0,0.0,21,65707,65705.0
Warren County,NY,2020-03-24,2.0,0.0,21,65707,65705.0
Warren County,NY,2020-03-25,2.0,0.0,21,65707,65705.0
Warren County,NY,2020-03-26,2.0,0.0,21,65707,65705.0
