,Date,Province/State,Confirmed,Deaths,new_confirmed,new_deaths,new_confirmed_avg,new_deaths_avg
4274,2020-06-04,Iowa,20806,583,506,9,317.14285714285717,11.0
4275,2020-06-05,Iowa,21154,593,348,10,313.85714285714283,9.857142857142858
4276,2020-06-06,Iowa,21478,599,324,6,319.14285714285717,9.714285714285714
4277,2020-06-07,Iowa,21712,605,234,6,308.57142857142856,10.0
4278,2020-06-08,Iowa,22007,617,295,12,329.7142857142857,8.857142857142858
4279,2020-06-09,Iowa,22237,626,230,9,316.85714285714283,9.285714285714286
4280,2020-06-10,Iowa,22626,631,389,5,332.2857142857143,8.142857142857142
4281,2020-06-11,Iowa,22973,640,347,9,309.57142857142856,8.142857142857142
4282,2020-06-12,Iowa,23350,644,377,4,313.7142857142857,7.285714285714286
4283,2020-06-13,Iowa,23717,650,367,6,319.85714285714283,7.285714285714286
4284,2020-06-14,Iowa,23926,652,209,2,316.2857142857143,6.714285714285714
4285,2020-06-15,Iowa,24082,658,156,6,296.42857142857144,5.857142857142857
4286,2020-06-16,Iowa,24179,665,97,7,277.42857142857144,5.571428571428571
4287,2020-06-17,Iowa,24460,675,281,10,262.0,6.285714285714286
4288,2020-06-18,Iowa,24861,680,401,5,269.7142857142857,5.714285714285714
4289,2020-06-19,Iowa,25274,681,413,1,274.85714285714283,5.285714285714286
4290,2020-06-20,Iowa,25496,681,222,0,254.14285714285714,4.428571428571429
4291,2020-06-21,Iowa,25963,686,467,5,291.0,4.857142857142857
4292,2020-06-22,Iowa,26146,686,183,0,294.85714285714283,4.0
4293,2020-06-23,Iowa,26469,689,323,3,327.14285714285717,3.4285714285714284
4294,2020-06-24,Iowa,26601,690,132,1,305.85714285714283,2.142857142857143
4295,2020-06-25,Iowa,27373,696,772,6,358.85714285714283,2.2857142857142856
4296,2020-06-26,Iowa,27717,704,344,8,349.0,3.2857142857142856
4297,2020-06-27,Iowa,28073,704,356,0,368.14285714285717,3.2857142857142856
4298,2020-06-28,Iowa,28520,706,447,2,365.2857142857143,2.857142857142857
4299,2020-06-29,Iowa,28845,711,325,5,385.57142857142856,3.5714285714285716
4300,2020-06-30,Iowa,29074,716,229,5,372.14285714285717,3.857142857142857
4301,2020-07-01,Iowa,29514,717,440,1,416.14285714285717,3.857142857142857
4302,2020-07-02,Iowa,30259,719,745,2,412.2857142857143,3.2857142857142856
4303,2020-07-03,Iowa,30463,721,204,2,392.2857142857143,2.4285714285714284
4304,2020-07-04,Iowa,31061,721,598,0,426.85714285714283,2.4285714285714284
4305,2020-07-05,Iowa,31517,721,456,0,428.14285714285717,2.142857142857143
4306,2020-07-06,Iowa,31758,723,241,2,416.14285714285717,1.7142857142857142
4307,2020-07-07,Iowa,32153,732,395,9,439.85714285714283,2.2857142857142856
4308,2020-07-08,Iowa,32624,736,471,4,444.2857142857143,2.7142857142857144
4309,2020-07-09,Iowa,33254,741,630,5,427.85714285714283,3.142857142857143
4310,2020-07-10,Iowa,34172,743,918,2,529.8571428571429,3.142857142857143
4311,2020-07-11,Iowa,34658,748,486,5,513.8571428571429,3.857142857142857
4312,2020-07-12,Iowa,35410,752,752,4,556.1428571428571,4.428571428571429
4313,2020-07-13,Iowa,35631,755,221,3,553.2857142857143,4.571428571428571
4314,2020-07-14,Iowa,35866,757,235,2,530.4285714285714,3.5714285714285716
4315,2020-07-15,Iowa,36536,777,670,20,558.8571428571429,5.857142857142857
4316,2020-07-16,Iowa,37350,781,814,4,585.1428571428571,5.714285714285714
4317,2020-07-17,Iowa,37903,785,553,4,533.0,6.0
4318,2020-07-18,Iowa,38313,789,410,4,522.1428571428571,5.857142857142857
4319,2020-07-19,Iowa,38813,793,500,4,486.14285714285717,5.857142857142857
4320,2020-07-20,Iowa,39343,798,530,5,530.2857142857143,6.142857142857143
4321,2020-07-21,Iowa,39721,806,378,8,550.7142857142857,7.0
4322,2020-07-22,Iowa,40208,814,487,8,524.5714285714286,5.285714285714286
4323,2020-07-23,Iowa,40796,820,588,6,492.2857142857143,5.571428571428571
4324,2020-07-24,Iowa,41434,826,638,6,504.42857142857144,5.857142857142857
4325,2020-07-25,Iowa,41886,826,452,0,510.42857142857144,5.285714285714286
4326,2020-07-26,Iowa,42357,829,471,3,506.2857142857143,5.142857142857143
4327,2020-07-27,Iowa,42696,836,339,7,479.0,5.428571428571429
4328,2020-07-28,Iowa,42928,839,232,3,458.14285714285717,4.714285714285714
4329,2020-07-29,Iowa,43623,854,695,15,487.85714285714283,5.714285714285714
4330,2020-07-30,Iowa,44285,865,662,11,498.42857142857144,6.428571428571429
4331,2020-07-31,Iowa,44753,872,468,7,474.14285714285717,6.571428571428571
4332,2020-08-01,Iowa,45293,874,540,2,486.7142857142857,6.857142857142857
4333,2020-08-02,Iowa,45723,878,430,4,480.85714285714283,7.0
4334,2020-08-03,Iowa,45905,884,182,6,458.42857142857144,6.857142857142857
4335,2020-08-04,Iowa,46231,888,326,4,471.85714285714283,7.0
4336,2020-08-05,Iowa,46836,900,605,12,459.0,6.571428571428571
4337,2020-08-06,Iowa,47559,912,723,12,467.7142857142857,6.714285714285714
4338,2020-08-07,Iowa,48040,915,481,3,469.57142857142856,6.142857142857143
4339,2020-08-08,Iowa,48535,927,495,12,463.14285714285717,7.571428571428571
4340,2020-08-09,Iowa,48919,931,384,4,456.57142857142856,7.571428571428571
4341,2020-08-10,Iowa,49165,934,246,3,465.7142857142857,7.142857142857143
4342,2020-08-11,Iowa,49521,946,356,12,470.0,8.285714285714286
4343,2020-08-12,Iowa,49973,953,452,7,448.14285714285717,7.571428571428571
4344,2020-08-13,Iowa,50373,960,400,7,402.0,6.857142857142857
4345,2020-08-14,Iowa,51247,970,874,10,458.14285714285717,7.857142857142857
4346,2020-08-15,Iowa,52065,975,818,5,504.2857142857143,6.857142857142857
4347,2020-08-16,Iowa,52447,975,382,0,504.0,6.285714285714286
4348,2020-08-17,Iowa,52829,987,382,12,523.4285714285714,7.571428571428571
4349,2020-08-18,Iowa,53201,1002,372,15,525.7142857142857,8.0
4350,2020-08-19,Iowa,53523,1010,322,8,507.14285714285717,8.142857142857142
4351,2020-08-20,Iowa,54533,1016,1010,6,594.2857142857143,8.0
4352,2020-08-21,Iowa,55331,1029,798,13,583.4285714285714,8.428571428571429
4353,2020-08-22,Iowa,55996,1033,665,4,561.5714285714286,8.285714285714286
4354,2020-08-23,Iowa,56446,1037,450,4,571.2857142857143,8.857142857142858
4355,2020-08-24,Iowa,56909,1047,463,10,582.8571428571429,8.571428571428571
4356,2020-08-25,Iowa,57606,1059,697,12,629.2857142857143,8.142857142857142
4357,2020-08-26,Iowa,58807,1071,1201,12,754.8571428571429,8.714285714285714
4358,2020-08-27,Iowa,61488,1091,2681,20,993.5714285714286,10.714285714285714
4359,2020-08-28,Iowa,62828,1108,1340,17,1071.0,11.285714285714286
4360,2020-08-29,Iowa,63612,1100,784,-8,1088.0,9.571428571428571
4361,2020-08-30,Iowa,64599,1113,987,13,1164.7142857142858,10.857142857142858
4362,2020-08-31,Iowa,65139,1120,540,7,1175.7142857142858,10.428571428571429
4363,2020-09-01,Iowa,65847,1125,708,5,1177.2857142857142,9.428571428571429
4364,2020-09-02,Iowa,66463,1133,616,8,1093.7142857142858,8.857142857142858
4365,2020-09-03,Iowa,67691,1136,1228,3,886.1428571428571,6.428571428571429
4366,2020-09-04,Iowa,68744,1158,1053,22,845.1428571428571,7.142857142857143
4367,2020-09-05,Iowa,69690,1164,946,6,868.2857142857143,9.142857142857142
4368,2020-09-06,Iowa,70215,1167,525,3,802.2857142857143,7.714285714285714
4369,2020-09-07,Iowa,70537,1170,322,3,771.1428571428571,7.142857142857143
4370,2020-09-08,Iowa,71019,1185,482,15,738.8571428571429,8.571428571428571
4371,2020-09-09,Iowa,71595,1204,576,19,733.1428571428571,10.142857142857142
4372,2020-09-10,Iowa,72458,1207,863,3,681.0,10.142857142857142
4373,2020-09-11,Iowa,73399,1216,941,9,665.0,8.285714285714286
4374,2020-09-12,Iowa,74205,1218,806,2,645.0,7.714285714285714
4375,2020-09-13,Iowa,74676,1220,471,2,637.2857142857143,7.571428571428571
4376,2020-09-14,Iowa,75064,1224,388,4,646.7142857142857,7.714285714285714
4377,2020-09-15,Iowa,75721,1234,657,10,671.7142857142857,7.0
4378,2020-09-16,Iowa,76652,1248,931,14,722.4285714285714,6.285714285714286
4379,2020-09-17,Iowa,77204,1250,552,2,678.0,6.142857142857143
4380,2020-09-18,Iowa,78839,1264,1635,14,777.1428571428571,6.857142857142857
4381,2020-09-19,Iowa,79804,1265,965,1,799.8571428571429,6.714285714285714
4382,2020-09-20,Iowa,80410,1265,606,0,819.1428571428571,6.428571428571429
4383,2020-09-21,Iowa,81007,1284,597,19,849.0,8.571428571428571
4384,2020-09-22,Iowa,81618,1293,611,9,842.4285714285714,8.428571428571429
4385,2020-09-23,Iowa,82871,1298,1253,5,888.4285714285714,7.142857142857143
4386,2020-09-24,Iowa,83991,1303,1120,5,969.5714285714286,7.571428571428571
4387,2020-09-25,Iowa,85031,1312,1040,9,884.5714285714286,6.857142857142857
4388,2020-09-26,Iowa,85908,1314,877,2,872.0,7.0
4389,2020-09-27,Iowa,86624,1316,716,2,887.7142857142857,7.285714285714286
4390,2020-09-28,Iowa,87257,1324,633,8,892.8571428571429,5.714285714285714
4391,2020-09-29,Iowa,88235,1341,978,17,945.2857142857143,6.857142857142857
4392,2020-09-30,Iowa,89247,1358,1012,17,910.8571428571429,8.571428571428571
4393,2020-10-01,Iowa,90428,1366,1181,8,919.5714285714286,9.0
4394,2020-10-02,Iowa,91482,1377,1054,11,921.5714285714286,9.285714285714286
4395,2020-10-03,Iowa,92301,1381,819,4,913.2857142857143,9.571428571428571
4396,2020-10-04,Iowa,92744,1387,443,6,874.2857142857143,10.142857142857142
4397,2020-10-05,Iowa,93260,1398,516,11,857.5714285714286,10.571428571428571
4398,2020-10-06,Iowa,93805,1413,545,15,795.7142857142857,10.285714285714286
4399,2020-10-07,Iowa,95093,1419,1288,6,835.1428571428571,8.714285714285714
4400,2020-10-08,Iowa,96657,1433,1564,14,889.8571428571429,9.571428571428571
4401,2020-10-09,Iowa,97881,1454,1224,21,914.1428571428571,11.0
4402,2020-10-10,Iowa,99042,1459,1161,5,963.0,11.142857142857142
4403,2020-10-11,Iowa,99943,1462,901,3,1028.4285714285713,10.714285714285714
4404,2020-10-12,Iowa,100453,1481,510,19,1027.5714285714287,11.857142857142858
4405,2020-10-13,Iowa,101422,1491,969,10,1088.142857142857,11.142857142857142
4406,2020-10-14,Iowa,102904,1505,1482,14,1115.857142857143,12.285714285714286
4407,2020-10-15,Iowa,104056,1516,1152,11,1057.0,11.857142857142858
4408,2020-10-16,Iowa,105746,1524,1690,8,1123.5714285714287,10.0
4409,2020-10-17,Iowa,106698,1528,952,4,1093.7142857142858,9.857142857142858
4410,2020-10-18,Iowa,107334,1532,636,4,1055.857142857143,10.0
4411,2020-10-19,Iowa,108060,1548,726,16,1086.7142857142858,9.571428571428571
4412,2020-10-20,Iowa,109202,1576,1142,28,1111.4285714285713,12.142857142857142
4413,2020-10-21,Iowa,110250,1594,1048,18,1049.4285714285713,12.714285714285714
4414,2020-10-22,Iowa,111733,1601,1483,7,1096.7142857142858,12.142857142857142
4415,2020-10-23,Iowa,113376,1629,1643,28,1090.0,15.0
4416,2020-01-22,Kansas,0,0,0,0,,
4417,2020-01-23,Kansas,0,0,0,0,,
4418,2020-01-24,Kansas,0,0,0,0,,
4419,2020-01-25,Kansas,0,0,0,0,,
4420,2020-01-26,Kansas,0,0,0,0,,
4421,2020-01-27,Kansas,0,0,0,0,,
4422,2020-01-28,Kansas,0,0,0,0,0.0,0.0
4423,2020-01-29,Kansas,0,0,0,0,0.0,0.0
4424,2020-01-30,Kansas,0,0,0,0,0.0,0.0
4425,2020-01-31,Kansas,0,0,0,0,0.0,0.0
4426,2020-02-01,Kansas,0,0,0,0,0.0,0.0
4427,2020-02-02,Kansas,0,0,0,0,0.0,0.0
4428,2020-02-03,Kansas,0,0,0,0,0.0,0.0
4429,2020-02-04,Kansas,0,0,0,0,0.0,0.0
4430,2020-02-05,Kansas,0,0,0,0,0.0,0.0
4431,2020-02-06,Kansas,0,0,0,0,0.0,0.0
4432,2020-02-07,Kansas,0,0,0,0,0.0,0.0
4433,2020-02-08,Kansas,0,0,0,0,0.0,0.0
4434,2020-02-09,Kansas,0,0,0,0,0.0,0.0
4435,2020-02-10,Kansas,0,0,0,0,0.0,0.0
4436,2020-02-11,Kansas,0,0,0,0,0.0,0.0
4437,2020-02-12,Kansas,0,0,0,0,0.0,0.0
4438,2020-02-13,Kansas,0,0,0,0,0.0,0.0
4439,2020-02-14,Kansas,0,0,0,0,0.0,0.0
4440,2020-02-15,Kansas,0,0,0,0,0.0,0.0
4441,2020-02-16,Kansas,0,0,0,0,0.0,0.0
4442,2020-02-17,Kansas,0,0,0,0,0.0,0.0
4443,2020-02-18,Kansas,0,0,0,0,0.0,0.0
4444,2020-02-19,Kansas,0,0,0,0,0.0,0.0
4445,2020-02-20,Kansas,0,0,0,0,0.0,0.0
4446,2020-02-21,Kansas,0,0,0,0,0.0,0.0
4447,2020-02-22,Kansas,0,0,0,0,0.0,0.0
4448,2020-02-23,Kansas,0,0,0,0,0.0,0.0
4449,2020-02-24,Kansas,0,0,0,0,0.0,0.0
4450,2020-02-25,Kansas,0,0,0,0,0.0,0.0
4451,2020-02-26,Kansas,0,0,0,0,0.0,0.0
4452,2020-02-27,Kansas,0,0,0,0,0.0,0.0
4453,2020-02-28,Kansas,0,0,0,0,0.0,0.0
4454,2020-02-29,Kansas,0,0,0,0,0.0,0.0
4455,2020-03-01,Kansas,0,0,0,0,0.0,0.0
4456,2020-03-02,Kansas,0,0,0,0,0.0,0.0
4457,2020-03-03,Kansas,0,0,0,0,0.0,0.0
4458,2020-03-04,Kansas,0,0,0,0,0.0,0.0
4459,2020-03-05,Kansas,0,0,0,0,0.0,0.0
4460,2020-03-06,Kansas,0,0,0,0,0.0,0.0
4461,2020-03-07,Kansas,0,0,0,0,0.0,0.0
4462,2020-03-08,Kansas,1,0,1,0,0.14285714285714285,0.0
4463,2020-03-09,Kansas,1,0,0,0,0.14285714285714285,0.0
4464,2020-03-10,Kansas,1,0,0,0,0.14285714285714285,0.0
4465,2020-03-11,Kansas,1,0,0,0,0.14285714285714285,0.0
4466,2020-03-12,Kansas,4,0,3,0,0.5714285714285714,0.0
4467,2020-03-13,Kansas,6,1,2,1,0.8571428571428571,0.14285714285714285
4468,2020-03-14,Kansas,8,1,2,0,1.1428571428571428,0.14285714285714285
4469,2020-03-15,Kansas,8,1,0,0,1.0,0.14285714285714285
4470,2020-03-16,Kansas,11,1,3,0,1.4285714285714286,0.14285714285714285
4471,2020-03-17,Kansas,18,1,7,0,2.4285714285714284,0.14285714285714285
4472,2020-03-18,Kansas,22,1,4,0,3.0,0.14285714285714285
4473,2020-03-19,Kansas,35,1,13,0,4.428571428571429,0.14285714285714285
4474,2020-03-20,Kansas,48,1,13,0,6.0,0.0
4475,2020-03-21,Kansas,57,2,9,1,7.0,0.14285714285714285
4476,2020-03-22,Kansas,65,2,8,0,8.142857142857142,0.14285714285714285
4477,2020-03-23,Kansas,84,2,19,0,10.428571428571429,0.14285714285714285
4478,2020-03-24,Kansas,100,2,16,0,11.714285714285714,0.14285714285714285
4479,2020-03-25,Kansas,134,3,34,1,16.0,0.2857142857142857
4480,2020-03-26,Kansas,172,3,38,0,19.571428571428573,0.2857142857142857
4481,2020-03-27,Kansas,206,4,34,1,22.571428571428573,0.42857142857142855
4482,2020-03-28,Kansas,266,4,60,0,29.857142857142858,0.2857142857142857
4483,2020-03-29,Kansas,330,7,64,3,37.857142857142854,0.7142857142857143
4484,2020-03-30,Kansas,372,8,42,1,41.142857142857146,0.8571428571428571
4485,2020-03-31,Kansas,434,9,62,1,47.714285714285715,1.0
4486,2020-04-01,Kansas,485,10,51,1,50.142857142857146,1.0
4487,2020-04-02,Kansas,553,12,68,2,54.42857142857143,1.2857142857142858
4488,2020-04-03,Kansas,629,18,76,6,60.42857142857143,2.0
4489,2020-04-04,Kansas,698,21,69,3,61.714285714285715,2.4285714285714284
4490,2020-04-05,Kansas,751,22,53,1,60.142857142857146,2.142857142857143
4491,2020-04-06,Kansas,849,25,98,3,68.14285714285714,2.4285714285714284
4492,2020-04-07,Kansas,912,29,63,4,68.28571428571429,2.857142857142857
4493,2020-04-08,Kansas,1046,34,134,5,80.14285714285714,3.4285714285714284
4494,2020-04-09,Kansas,1116,42,70,8,80.42857142857143,4.285714285714286
4495,2020-04-10,Kansas,1117,42,1,0,69.71428571428571,3.4285714285714284
4496,2020-04-11,Kansas,1275,55,158,13,82.42857142857143,4.857142857142857
4497,2020-04-12,Kansas,1344,56,69,1,84.71428571428571,4.857142857142857
4498,2020-04-13,Kansas,1390,62,46,6,77.28571428571429,5.285714285714286
4499,2020-04-14,Kansas,1441,69,51,7,75.57142857142857,5.714285714285714
4500,2020-04-15,Kansas,1504,71,63,2,65.42857142857143,5.285714285714286
4501,2020-04-16,Kansas,1615,80,111,9,71.28571428571429,5.428571428571429
4502,2020-04-17,Kansas,1730,82,115,2,87.57142857142857,5.714285714285714
4503,2020-04-18,Kansas,1821,85,91,3,78.0,4.285714285714286
4504,2020-04-19,Kansas,1905,93,84,8,80.14285714285714,5.285714285714286
4505,2020-04-20,Kansas,2048,102,143,9,94.0,5.714285714285714
4506,2020-04-21,Kansas,2164,109,116,7,103.28571428571429,5.714285714285714
4507,2020-04-22,Kansas,2331,112,167,3,118.14285714285714,5.857142857142857
4508,2020-04-23,Kansas,2721,113,390,1,158.0,4.714285714285714
4509,2020-04-24,Kansas,2959,118,238,5,175.57142857142858,5.142857142857143
4510,2020-04-25,Kansas,3135,120,176,2,187.71428571428572,5.0
4511,2020-04-26,Kansas,3277,121,142,1,196.0,4.0
4512,2020-04-27,Kansas,3473,126,196,5,203.57142857142858,3.4285714285714284
4513,2020-04-28,Kansas,3652,127,179,1,212.57142857142858,2.5714285714285716
4514,2020-04-29,Kansas,3839,134,187,7,215.42857142857142,3.142857142857143
4515,2020-04-30,Kansas,4413,134,574,0,241.71428571428572,3.0
4516,2020-05-01,Kansas,4634,140,221,6,239.28571428571428,3.142857142857143
4517,2020-05-02,Kansas,4885,142,251,2,250.0,3.142857142857143
4518,2020-05-03,Kansas,5156,144,271,2,268.42857142857144,3.2857142857142856
4519,2020-05-04,Kansas,5383,156,227,12,272.85714285714283,4.285714285714286
4520,2020-05-05,Kansas,5648,161,265,5,285.14285714285717,4.857142857142857
4521,2020-05-06,Kansas,5993,164,345,3,307.7142857142857,4.285714285714286
4522,2020-05-07,Kansas,6332,165,339,1,274.14285714285717,4.428571428571429
4523,2020-05-08,Kansas,6667,168,335,3,290.42857142857144,4.0
4524,2020-05-09,Kansas,6829,174,162,6,277.7142857142857,4.571428571428571
4525,2020-05-10,Kansas,6951,174,122,0,256.42857142857144,4.285714285714286
4526,2020-05-11,Kansas,7159,180,208,6,253.71428571428572,3.4285714285714284
4527,2020-05-12,Kansas,7240,184,81,4,227.42857142857142,3.2857142857142856
4528,2020-05-13,Kansas,7518,188,278,4,217.85714285714286,3.4285714285714284
4529,2020-05-14,Kansas,7705,189,187,1,196.14285714285714,3.4285714285714284
4530,2020-05-15,Kansas,7886,193,181,4,174.14285714285714,3.5714285714285716
4531,2020-05-16,Kansas,7939,195,53,2,158.57142857142858,3.0
4532,2020-05-17,Kansas,7953,195,14,0,143.14285714285714,3.0
4533,2020-05-18,Kansas,8303,198,350,3,163.42857142857142,2.5714285714285716
4534,2020-05-19,Kansas,8353,199,50,1,159.0,2.142857142857143
4535,2020-05-20,Kansas,8507,202,154,3,141.28571428571428,2.0
4536,2020-05-21,Kansas,8625,204,118,2,131.42857142857142,2.142857142857143
4537,2020-05-22,Kansas,8909,205,284,1,146.14285714285714,1.7142857142857142
4538,2020-05-23,Kansas,8946,205,37,0,143.85714285714286,1.4285714285714286
4539,2020-05-24,Kansas,9004,205,58,0,150.14285714285714,1.4285714285714286
4540,2020-05-25,Kansas,9125,207,121,2,117.42857142857143,1.2857142857142858
4541,2020-05-26,Kansas,9199,210,74,3,120.85714285714286,1.5714285714285714
4542,2020-05-27,Kansas,9291,213,92,3,112.0,1.5714285714285714
4543,2020-05-28,Kansas,9371,214,80,1,106.57142857142857,1.4285714285714286
4544,2020-05-29,Kansas,9662,215,291,1,107.57142857142857,1.4285714285714286
4545,2020-05-30,Kansas,9690,215,28,0,106.28571428571429,1.4285714285714286
4546,2020-05-31,Kansas,9700,215,10,0,99.42857142857143,1.4285714285714286
4547,2020-06-01,Kansas,9920,217,220,2,113.57142857142857,1.4285714285714286
4548,2020-06-02,Kansas,9965,222,45,5,109.42857142857143,1.7142857142857142
4549,2020-06-03,Kansas,10092,226,127,4,114.42857142857143,1.8571428571428572
4550,2020-06-04,Kansas,10167,227,75,1,113.71428571428571,1.8571428571428572
4551,2020-06-05,Kansas,10306,232,139,5,92.0,2.4285714285714284
4552,2020-06-06,Kansas,10361,233,55,1,95.85714285714286,2.5714285714285716
4553,2020-06-07,Kansas,10406,233,45,0,100.85714285714286,2.5714285714285716
4554,2020-06-08,Kansas,10544,236,138,3,89.14285714285714,2.7142857142857144
4555,2020-06-09,Kansas,10609,237,65,1,92.0,2.142857142857143
4556,2020-06-10,Kansas,10750,240,141,3,94.0,2.0
4557,2020-06-11,Kansas,10823,243,73,3,93.71428571428571,2.2857142857142856
4558,2020-06-12,Kansas,10973,243,150,0,95.28571428571429,1.5714285714285714
4559,2020-06-13,Kansas,11020,245,47,2,94.14285714285714,1.7142857142857142
4560,2020-06-14,Kansas,11101,245,81,0,99.28571428571429,1.7142857142857142
4561,2020-06-15,Kansas,11319,246,218,1,110.71428571428571,1.4285714285714286
4562,2020-06-16,Kansas,11411,246,92,0,114.57142857142857,1.2857142857142858
4563,2020-06-17,Kansas,11644,247,233,1,127.71428571428571,1.0
4564,2020-06-18,Kansas,11753,251,109,4,132.85714285714286,1.1428571428571428
4565,2020-06-19,Kansas,12021,253,268,2,149.71428571428572,1.4285714285714286
4566,2020-06-20,Kansas,12097,256,76,3,153.85714285714286,1.5714285714285714
4567,2020-06-21,Kansas,12136,257,39,1,147.85714285714286,1.7142857142857142
4568,2020-06-22,Kansas,12428,258,292,1,158.42857142857142,1.7142857142857142
4569,2020-06-23,Kansas,12537,260,109,2,160.85714285714286,2.0
4570,2020-06-24,Kansas,12930,260,393,0,183.71428571428572,1.8571428571428572
4571,2020-06-25,Kansas,13107,262,177,2,193.42857142857142,1.5714285714285714
4572,2020-06-26,Kansas,13462,265,355,3,205.85714285714286,1.7142857142857142
4573,2020-06-27,Kansas,13617,268,155,3,217.14285714285714,1.7142857142857142
4574,2020-06-28,Kansas,13847,269,230,1,244.42857142857142,1.7142857142857142
4575,2020-06-29,Kansas,14209,273,362,4,254.42857142857142,2.142857142857143
4576,2020-06-30,Kansas,14370,273,161,0,261.85714285714283,1.8571428571428572
4577,2020-07-01,Kansas,14830,277,460,4,271.42857142857144,2.4285714285714284
4578,2020-07-02,Kansas,15002,280,172,3,270.7142857142857,2.5714285714285716
4579,2020-07-03,Kansas,15659,282,657,2,313.85714285714283,2.4285714285714284
4580,2020-07-04,Kansas,15911,283,252,1,327.7142857142857,2.142857142857143
4581,2020-07-05,Kansas,16081,284,170,1,319.14285714285717,2.142857142857143
4582,2020-07-06,Kansas,16638,285,557,1,347.0,1.7142857142857142
4583,2020-07-07,Kansas,16860,289,222,4,355.7142857142857,2.2857142857142856
4584,2020-07-08,Kansas,17332,289,472,0,357.42857142857144,1.7142857142857142
4585,2020-07-09,Kansas,17785,293,453,4,397.57142857142856,1.8571428571428572
4586,2020-07-10,Kansas,18303,293,518,0,377.7142857142857,1.5714285714285714
4587,2020-07-11,Kansas,18687,295,384,2,396.57142857142856,1.7142857142857142
4588,2020-07-12,Kansas,18981,297,294,2,414.2857142857143,1.8571428571428572
4589,2020-07-13,Kansas,19645,298,664,1,429.57142857142856,1.8571428571428572
4590,2020-07-14,Kansas,19887,299,242,1,432.42857142857144,1.4285714285714286
4591,2020-07-15,Kansas,20349,304,462,5,431.0,2.142857142857143
4592,2020-07-16,Kansas,20817,305,468,1,433.14285714285717,1.7142857142857142
4593,2020-07-17,Kansas,21388,306,571,1,440.7142857142857,1.8571428571428572
4594,2020-07-18,Kansas,21693,308,305,2,429.42857142857144,1.8571428571428572
4595,2020-07-19,Kansas,21996,309,303,1,430.7142857142857,1.7142857142857142
4596,2020-07-20,Kansas,22656,312,660,3,430.14285714285717,2.0
4597,2020-07-21,Kansas,22929,316,273,4,434.57142857142856,2.4285714285714284
4598,2020-07-22,Kansas,23481,321,552,5,447.42857142857144,2.4285714285714284
4599,2020-07-23,Kansas,23956,322,475,1,448.42857142857144,2.4285714285714284
4600,2020-07-24,Kansas,24554,330,598,8,452.2857142857143,3.4285714285714284
4601,2020-07-25,Kansas,25009,329,455,-1,473.7142857142857,3.0
4602,2020-07-26,Kansas,25290,331,281,2,470.57142857142856,3.142857142857143
4603,2020-07-27,Kansas,25804,333,514,2,449.7142857142857,3.0
4604,2020-07-28,Kansas,26058,340,254,7,447.0,3.4285714285714284
4605,2020-07-29,Kansas,26591,349,533,9,444.2857142857143,4.0
4606,2020-07-30,Kansas,26885,357,294,8,418.42857142857144,5.0
4607,2020-07-31,Kansas,27364,358,479,1,401.42857142857144,4.0
4608,2020-08-01,Kansas,27592,358,228,0,369.0,4.142857142857143
4609,2020-08-02,Kansas,27871,361,279,3,368.7142857142857,4.285714285714286
4610,2020-08-03,Kansas,28432,367,561,6,375.42857142857144,4.857142857142857
4611,2020-08-04,Kansas,28782,368,350,1,389.14285714285717,4.0
4612,2020-08-05,Kansas,29256,372,474,4,380.7142857142857,3.2857142857142856
4613,2020-08-06,Kansas,29617,378,361,6,390.2857142857143,3.0
4614,2020-08-07,Kansas,30137,379,520,1,396.14285714285717,3.0
4615,2020-08-08,Kansas,30463,380,326,1,410.14285714285717,3.142857142857143
4616,2020-08-09,Kansas,30662,380,199,0,398.7142857142857,2.7142857142857144
4617,2020-08-10,Kansas,31183,386,521,6,393.0,2.7142857142857144
4618,2020-08-11,Kansas,31468,393,285,7,383.7142857142857,3.5714285714285716
4619,2020-08-12,Kansas,32097,397,629,4,405.85714285714283,3.5714285714285716
4620,2020-08-13,Kansas,32484,403,387,6,409.57142857142856,3.5714285714285716
4621,2020-08-14,Kansas,33030,404,546,1,413.2857142857143,3.5714285714285716
4622,2020-08-15,Kansas,33885,406,855,2,488.85714285714283,3.7142857142857144
4623,2020-08-16,Kansas,33885,406,0,0,460.42857142857144,3.7142857142857144
4624,2020-08-17,Kansas,34614,406,729,0,490.14285714285717,2.857142857142857
4625,2020-08-18,Kansas,34874,411,260,5,486.57142857142856,2.5714285714285716
4626,2020-08-19,Kansas,35419,415,545,4,474.57142857142856,2.5714285714285716
4627,2020-08-20,Kansas,35907,419,488,4,489.0,2.2857142857142856
4628,2020-08-21,Kansas,36895,426,988,7,552.1428571428571,3.142857142857143
4629,2020-08-22,Kansas,37388,426,493,0,500.42857142857144,2.857142857142857
4630,2020-08-23,Kansas,37658,426,270,0,539.0,2.857142857142857
4631,2020-08-24,Kansas,38546,429,888,3,561.7142857142857,3.2857142857142856
4632,2020-08-25,Kansas,38861,430,315,1,569.5714285714286,2.7142857142857144
4633,2020-08-26,Kansas,39880,442,1019,12,637.2857142857143,3.857142857142857
4634,2020-08-27,Kansas,40360,444,480,2,636.1428571428571,3.5714285714285716
4635,2020-08-28,Kansas,41050,445,690,1,593.5714285714286,2.7142857142857144
4636,2020-08-29,Kansas,41595,449,545,4,601.0,3.2857142857142856
