,Date,Province/State,Confirmed,Deaths,new_confirmed,new_deaths,new_confirmed_avg,new_deaths_avg
9101,2020-10-17,New York,482891,33347,1784,10,1392.5714285714287,7.714285714285714
9102,2020-10-18,New York,484281,33357,1390,10,1427.857142857143,9.0
9103,2020-10-19,New York,485279,33366,998,9,1423.4285714285713,9.285714285714286
9104,2020-10-20,New York,486480,33366,1201,0,1396.0,8.571428571428571
9105,2020-10-21,New York,488506,33371,2026,5,1509.4285714285713,7.857142857142857
9106,2020-10-22,New York,490134,33396,1628,25,1533.4285714285713,8.428571428571429
9107,2020-10-23,New York,491771,33418,1637,22,1523.4285714285713,11.571428571428571
9108,2020-01-22,North Carolina,0,0,0,0,,
9109,2020-01-23,North Carolina,0,0,0,0,,
9110,2020-01-24,North Carolina,0,0,0,0,,
9111,2020-01-25,North Carolina,0,0,0,0,,
9112,2020-01-26,North Carolina,0,0,0,0,,
9113,2020-01-27,North Carolina,0,0,0,0,,
9114,2020-01-28,North Carolina,0,0,0,0,0.0,0.0
9115,2020-01-29,North Carolina,0,0,0,0,0.0,0.0
9116,2020-01-30,North Carolina,0,0,0,0,0.0,0.0
9117,2020-01-31,North Carolina,0,0,0,0,0.0,0.0
9118,2020-02-01,North Carolina,0,0,0,0,0.0,0.0
9119,2020-02-02,North Carolina,0,0,0,0,0.0,0.0
9120,2020-02-03,North Carolina,0,0,0,0,0.0,0.0
9121,2020-02-04,North Carolina,0,0,0,0,0.0,0.0
9122,2020-02-05,North Carolina,0,0,0,0,0.0,0.0
9123,2020-02-06,North Carolina,0,0,0,0,0.0,0.0
9124,2020-02-07,North Carolina,0,0,0,0,0.0,0.0
9125,2020-02-08,North Carolina,0,0,0,0,0.0,0.0
9126,2020-02-09,North Carolina,0,0,0,0,0.0,0.0
9127,2020-02-10,North Carolina,0,0,0,0,0.0,0.0
9128,2020-02-11,North Carolina,0,0,0,0,0.0,0.0
9129,2020-02-12,North Carolina,0,0,0,0,0.0,0.0
9130,2020-02-13,North Carolina,0,0,0,0,0.0,0.0
9131,2020-02-14,North Carolina,0,0,0,0,0.0,0.0
9132,2020-02-15,North Carolina,0,0,0,0,0.0,0.0
9133,2020-02-16,North Carolina,0,0,0,0,0.0,0.0
9134,2020-02-17,North Carolina,0,0,0,0,0.0,0.0
9135,2020-02-18,North Carolina,0,0,0,0,0.0,0.0
9136,2020-02-19,North Carolina,0,0,0,0,0.0,0.0
9137,2020-02-20,North Carolina,0,0,0,0,0.0,0.0
9138,2020-02-21,North Carolina,0,0,0,0,0.0,0.0
9139,2020-02-22,North Carolina,0,0,0,0,0.0,0.0
9140,2020-02-23,North Carolina,0,0,0,0,0.0,0.0
9141,2020-02-24,North Carolina,0,0,0,0,0.0,0.0
9142,2020-02-25,North Carolina,0,0,0,0,0.0,0.0
9143,2020-02-26,North Carolina,0,0,0,0,0.0,0.0
9144,2020-02-27,North Carolina,0,0,0,0,0.0,0.0
9145,2020-02-28,North Carolina,0,0,0,0,0.0,0.0
9146,2020-02-29,North Carolina,0,0,0,0,0.0,0.0
9147,2020-03-01,North Carolina,0,0,0,0,0.0,0.0
9148,2020-03-02,North Carolina,1,0,1,0,0.14285714285714285,0.0
9149,2020-03-03,North Carolina,1,0,0,0,0.14285714285714285,0.0
9150,2020-03-04,North Carolina,1,0,0,0,0.14285714285714285,0.0
9151,2020-03-05,North Carolina,1,0,0,0,0.14285714285714285,0.0
9152,2020-03-06,North Carolina,2,0,1,0,0.2857142857142857,0.0
9153,2020-03-07,North Carolina,2,0,0,0,0.2857142857142857,0.0
9154,2020-03-08,North Carolina,2,0,0,0,0.2857142857142857,0.0
9155,2020-03-09,North Carolina,7,0,5,0,0.8571428571428571,0.0
9156,2020-03-10,North Carolina,7,0,0,0,0.8571428571428571,0.0
9157,2020-03-11,North Carolina,9,0,2,0,1.1428571428571428,0.0
9158,2020-03-12,North Carolina,17,0,8,0,2.2857142857142856,0.0
9159,2020-03-13,North Carolina,22,0,5,0,2.857142857142857,0.0
9160,2020-03-14,North Carolina,32,0,10,0,4.285714285714286,0.0
9161,2020-03-15,North Carolina,33,0,1,0,4.428571428571429,0.0
9162,2020-03-16,North Carolina,39,0,6,0,4.571428571428571,0.0
9163,2020-03-17,North Carolina,62,0,23,0,7.857142857142857,0.0
9164,2020-03-18,North Carolina,104,0,42,0,13.571428571428571,0.0
9165,2020-03-19,North Carolina,152,0,48,0,19.285714285714285,0.0
9166,2020-03-20,North Carolina,208,0,56,0,26.571428571428573,0.0
9167,2020-03-21,North Carolina,287,0,79,0,36.42857142857143,0.0
9168,2020-03-22,North Carolina,325,0,38,0,41.714285714285715,0.0
9169,2020-03-23,North Carolina,423,0,98,0,54.857142857142854,0.0
9170,2020-03-24,North Carolina,544,0,121,0,68.85714285714286,0.0
9171,2020-03-25,North Carolina,661,2,117,2,79.57142857142857,0.2857142857142857
9172,2020-03-26,North Carolina,791,3,130,1,91.28571428571429,0.42857142857142855
9173,2020-03-27,North Carolina,963,4,172,1,107.85714285714286,0.5714285714285714
9174,2020-03-28,North Carolina,1105,5,142,1,116.85714285714286,0.7142857142857143
9175,2020-03-29,North Carolina,1234,7,129,2,129.85714285714286,1.0
9176,2020-03-30,North Carolina,1426,7,192,0,143.28571428571428,1.0
9177,2020-03-31,North Carolina,1578,12,152,5,147.71428571428572,1.7142857142857142
9178,2020-04-01,North Carolina,1855,14,277,2,170.57142857142858,1.7142857142857142
9179,2020-04-02,North Carolina,2093,21,238,7,186.0,2.5714285714285716
9180,2020-04-03,North Carolina,2380,27,287,6,202.42857142857142,3.2857142857142856
9181,2020-04-04,North Carolina,2635,34,255,7,218.57142857142858,4.142857142857143
9182,2020-04-05,North Carolina,2891,38,256,4,236.71428571428572,4.428571428571429
9183,2020-04-06,North Carolina,3153,45,262,7,246.71428571428572,5.428571428571429
9184,2020-04-07,North Carolina,3453,53,300,8,267.85714285714283,5.857142857142857
9185,2020-04-08,North Carolina,3700,66,247,13,263.57142857142856,7.428571428571429
9186,2020-04-09,North Carolina,3993,76,293,10,271.42857142857144,7.857142857142857
9187,2020-04-10,North Carolina,4230,83,237,7,264.2857142857143,8.0
9188,2020-04-11,North Carolina,4535,89,305,6,271.42857142857144,7.857142857142857
9189,2020-04-12,North Carolina,4839,89,304,0,278.2857142857143,7.285714285714286
9190,2020-04-13,North Carolina,5024,94,185,5,267.2857142857143,7.0
9191,2020-04-14,North Carolina,5195,112,171,18,248.85714285714286,8.428571428571429
9192,2020-04-15,North Carolina,5484,130,289,18,254.85714285714286,9.142857142857142
9193,2020-04-16,North Carolina,5877,150,393,20,269.14285714285717,10.571428571428571
9194,2020-04-17,North Carolina,6171,177,294,27,277.2857142857143,13.428571428571429
9195,2020-04-18,North Carolina,6524,187,353,10,284.14285714285717,14.0
9196,2020-04-19,North Carolina,6818,200,294,13,282.7142857142857,15.857142857142858
9197,2020-04-20,North Carolina,7033,218,215,18,287.0,17.714285714285715
9198,2020-04-21,North Carolina,7331,245,298,27,305.14285714285717,19.0
9199,2020-04-22,North Carolina,7728,265,397,20,320.57142857142856,19.285714285714285
9200,2020-04-23,North Carolina,8200,281,472,16,331.85714285714283,18.714285714285715
9201,2020-04-24,North Carolina,8634,294,434,13,351.85714285714283,16.714285714285715
9202,2020-04-25,North Carolina,8929,305,295,11,343.57142857142856,16.857142857142858
9203,2020-04-26,North Carolina,9339,324,410,19,360.14285714285717,17.714285714285715
9204,2020-04-27,North Carolina,9782,340,443,16,392.7142857142857,17.428571428571427
9205,2020-04-28,North Carolina,10144,363,362,23,401.85714285714283,16.857142857142858
9206,2020-04-29,North Carolina,10711,382,567,19,426.14285714285717,16.714285714285715
9207,2020-04-30,North Carolina,11120,406,409,24,417.14285714285717,17.857142857142858
9208,2020-05-01,North Carolina,11585,419,465,13,421.57142857142856,17.857142857142858
9209,2020-05-02,North Carolina,11929,431,344,12,428.57142857142856,18.0
9210,2020-05-03,North Carolina,12167,434,238,3,404.0,15.714285714285714
9211,2020-05-04,North Carolina,12483,442,316,8,385.85714285714283,14.571428571428571
9212,2020-05-05,North Carolina,12928,472,445,30,397.7142857142857,15.571428571428571
9213,2020-05-06,North Carolina,13541,492,613,20,404.2857142857143,15.714285714285714
9214,2020-05-07,North Carolina,14051,513,510,21,418.7142857142857,15.285714285714286
9215,2020-05-08,North Carolina,14516,530,465,17,418.7142857142857,15.857142857142858
9216,2020-05-09,North Carolina,15002,551,486,21,439.0,17.142857142857142
9217,2020-05-10,North Carolina,15274,564,272,13,443.85714285714283,18.571428571428573
9218,2020-05-11,North Carolina,15601,575,327,11,445.42857142857144,19.0
9219,2020-05-12,North Carolina,16025,600,424,25,442.42857142857144,18.285714285714285
9220,2020-05-13,North Carolina,16733,625,708,25,456.0,19.0
9221,2020-05-14,North Carolina,17527,641,794,16,496.57142857142856,18.285714285714285
9222,2020-05-15,North Carolina,18269,667,742,26,536.1428571428571,19.571428571428573
9223,2020-05-16,North Carolina,18754,676,485,9,536.0,17.857142857142858
9224,2020-05-17,North Carolina,19161,686,407,10,555.2857142857143,17.428571428571427
9225,2020-05-18,North Carolina,19684,693,523,7,583.2857142857143,16.857142857142858
9226,2020-05-19,North Carolina,20189,693,505,0,594.8571428571429,13.285714285714286
9227,2020-05-20,North Carolina,21014,726,825,33,611.5714285714286,14.428571428571429
9228,2020-05-21,North Carolina,21802,734,788,8,610.7142857142857,13.285714285714286
9229,2020-05-22,North Carolina,22750,775,948,41,640.1428571428571,15.428571428571429
9230,2020-05-23,North Carolina,23323,778,573,3,652.7142857142857,14.571428571428571
9231,2020-05-24,North Carolina,23876,784,553,6,673.5714285714286,14.0
9232,2020-05-25,North Carolina,24337,790,461,6,664.7142857142857,13.857142857142858
9233,2020-05-26,North Carolina,24952,801,615,11,680.4285714285714,15.428571428571429
9234,2020-05-27,North Carolina,25613,844,661,43,657.0,16.857142857142858
9235,2020-05-28,North Carolina,26749,876,1136,32,706.7142857142857,20.285714285714285
9236,2020-05-29,North Carolina,27826,919,1077,43,725.1428571428571,20.571428571428573
9237,2020-05-30,North Carolina,28736,929,910,10,773.2857142857143,21.571428571428573
9238,2020-05-31,North Carolina,29514,937,778,8,805.4285714285714,21.857142857142858
9239,2020-06-01,North Carolina,30153,948,639,11,830.8571428571429,22.571428571428573
9240,2020-06-02,North Carolina,30966,961,813,13,859.1428571428571,22.857142857142858
9241,2020-06-03,North Carolina,32198,999,1232,38,940.7142857142857,22.142857142857142
9242,2020-06-04,North Carolina,33454,1006,1256,7,957.8571428571429,18.571428571428573
9243,2020-06-05,North Carolina,34771,1015,1317,9,992.1428571428571,13.714285714285714
9244,2020-06-06,North Carolina,35721,1028,950,13,997.8571428571429,14.142857142857142
9245,2020-06-07,North Carolina,36834,1032,1113,4,1045.7142857142858,13.571428571428571
9246,2020-06-08,North Carolina,37664,1041,830,9,1073.0,13.285714285714286
9247,2020-06-09,North Carolina,38528,1068,864,27,1080.2857142857142,15.285714285714286
9248,2020-06-10,North Carolina,39805,1090,1277,22,1086.7142857142858,13.0
9249,2020-06-11,North Carolina,41435,1106,1630,16,1140.142857142857,14.285714285714286
9250,2020-06-12,North Carolina,42932,1121,1497,15,1165.857142857143,15.142857142857142
9251,2020-06-13,North Carolina,44295,1127,1363,6,1224.857142857143,14.142857142857142
9252,2020-06-14,North Carolina,45386,1132,1091,5,1221.7142857142858,14.285714285714286
9253,2020-06-15,North Carolina,46348,1140,962,8,1240.5714285714287,14.142857142857142
9254,2020-06-16,North Carolina,47216,1169,868,29,1241.142857142857,14.428571428571429
9255,2020-06-17,North Carolina,48595,1181,1379,12,1255.7142857142858,13.0
9256,2020-06-18,North Carolina,50214,1188,1619,7,1254.142857142857,11.714285714285714
9257,2020-06-19,North Carolina,51710,1202,1496,14,1254.0,11.571428571428571
9258,2020-06-20,North Carolina,53009,1215,1299,13,1244.857142857143,12.571428571428571
9259,2020-06-21,North Carolina,54129,1245,1120,30,1249.0,16.142857142857142
9260,2020-06-22,North Carolina,55157,1278,1028,33,1258.4285714285713,19.714285714285715
9261,2020-06-23,North Carolina,56442,1296,1285,18,1318.0,18.142857142857142
9262,2020-06-24,North Carolina,57817,1325,1375,29,1317.4285714285713,20.571428571428573
9263,2020-06-25,North Carolina,59437,1336,1620,11,1317.5714285714287,21.142857142857142
9264,2020-06-26,North Carolina,61207,1348,1770,12,1356.7142857142858,20.857142857142858
9265,2020-06-27,North Carolina,62736,1353,1529,5,1389.5714285714287,19.714285714285715
9266,2020-06-28,North Carolina,64069,1352,1333,-1,1420.0,15.285714285714286
9267,2020-06-29,North Carolina,65331,1357,1262,5,1453.4285714285713,11.285714285714286
9268,2020-06-30,North Carolina,67226,1380,1895,23,1540.5714285714287,12.0
9269,2020-07-01,North Carolina,68830,1398,1604,18,1573.2857142857142,10.428571428571429
9270,2020-07-02,North Carolina,70905,1409,2075,11,1638.2857142857142,10.428571428571429
9271,2020-07-03,North Carolina,72368,1419,1463,10,1594.4285714285713,10.142857142857142
9272,2020-07-04,North Carolina,73779,1422,1411,3,1577.5714285714287,9.857142857142858
9273,2020-07-05,North Carolina,75216,1423,1437,1,1592.4285714285713,10.142857142857142
9274,2020-07-06,North Carolina,76609,1432,1393,9,1611.142857142857,10.714285714285714
9275,2020-07-07,North Carolina,78207,1446,1598,14,1568.7142857142858,9.428571428571429
9276,2020-07-08,North Carolina,80209,1462,2002,16,1625.5714285714287,9.142857142857142
9277,2020-07-09,North Carolina,82222,1477,2013,15,1616.7142857142858,9.714285714285714
9278,2020-07-10,North Carolina,84493,1497,2271,20,1732.142857142857,11.142857142857142
9279,2020-07-11,North Carolina,86492,1513,1999,16,1816.142857142857,13.0
9280,2020-07-12,North Carolina,88316,1522,1824,9,1871.4285714285713,14.142857142857142
9281,2020-07-13,North Carolina,90397,1529,2081,7,1969.7142857142858,13.857142857142858
9282,2020-07-14,North Carolina,92334,1571,1937,42,2018.142857142857,17.857142857142858
9283,2020-07-15,North Carolina,94365,1589,2031,18,2022.2857142857142,18.142857142857142
9284,2020-07-16,North Carolina,96331,1607,1966,18,2015.5714285714287,18.571428571428573
9285,2020-07-17,North Carolina,98698,1623,2367,16,2029.2857142857142,18.0
9286,2020-07-18,North Carolina,100494,1648,1796,25,2000.2857142857142,19.285714285714285
9287,2020-07-19,North Carolina,101815,1652,1321,4,1928.4285714285713,18.571428571428573
9288,2020-07-20,North Carolina,103730,1677,1915,25,1904.7142857142858,21.142857142857142
9289,2020-07-21,North Carolina,105565,1705,1835,28,1890.142857142857,19.142857142857142
9290,2020-07-22,North Carolina,108017,1732,2452,27,1950.2857142857142,20.428571428571427
9291,2020-07-23,North Carolina,110269,1756,2252,24,1991.142857142857,21.285714285714285
9292,2020-07-24,North Carolina,112320,1789,2051,33,1946.0,23.714285714285715
9293,2020-07-25,North Carolina,114127,1811,1807,22,1947.5714285714287,23.285714285714285
9294,2020-07-26,North Carolina,115718,1817,1591,6,1986.142857142857,23.571428571428573
9295,2020-07-27,North Carolina,117767,1838,2049,21,2005.2857142857142,23.0
9296,2020-07-28,North Carolina,119375,1860,1608,22,1972.857142857143,22.142857142857142
9297,2020-07-29,North Carolina,121739,1888,2364,28,1960.2857142857142,22.285714285714285
9298,2020-07-30,North Carolina,123690,1922,1951,34,1917.2857142857142,23.714285714285715
9299,2020-07-31,North Carolina,125678,1942,1988,20,1908.2857142857142,21.857142857142858
9300,2020-08-01,North Carolina,127080,1979,1402,37,1850.4285714285713,24.0
9301,2020-08-02,North Carolina,128450,1983,1370,4,1818.857142857143,23.714285714285715
9302,2020-08-03,North Carolina,130030,2043,1580,60,1751.857142857143,29.285714285714285
9303,2020-08-04,North Carolina,131257,2061,1227,18,1697.4285714285713,28.714285714285715
9304,2020-08-05,North Carolina,133210,2085,1953,24,1638.7142857142858,28.142857142857142
9305,2020-08-06,North Carolina,135076,2126,1866,41,1626.5714285714287,29.142857142857142
9306,2020-08-07,North Carolina,136862,2160,1786,34,1597.7142857142858,31.142857142857142
9307,2020-08-08,North Carolina,138227,2184,1365,24,1592.4285714285713,29.285714285714285
9308,2020-08-09,North Carolina,139040,2192,813,8,1512.857142857143,29.857142857142858
9309,2020-08-10,North Carolina,140375,2199,1335,7,1477.857142857143,22.285714285714285
9310,2020-08-11,North Carolina,141736,2238,1361,39,1497.0,25.285714285714285
9311,2020-08-12,North Carolina,143513,2280,1777,42,1471.857142857143,27.857142857142858
9312,2020-08-13,North Carolina,145082,2287,1569,7,1429.4285714285713,23.0
9313,2020-08-14,North Carolina,146679,2313,1597,26,1402.4285714285713,21.857142857142858
9314,2020-08-15,North Carolina,148020,2343,1341,30,1399.0,22.714285714285715
9315,2020-08-16,North Carolina,148906,2347,886,4,1409.4285714285713,22.142857142857142
9316,2020-08-17,North Carolina,150163,2348,1257,1,1398.2857142857142,21.285714285714285
9317,2020-08-18,North Carolina,151542,2396,1379,48,1400.857142857143,22.571428571428573
9318,2020-08-19,North Carolina,153591,2431,2049,35,1439.7142857142858,21.571428571428573
9319,2020-08-20,North Carolina,155580,2465,1989,34,1499.7142857142858,25.428571428571427
9320,2020-08-21,North Carolina,157370,2494,1790,29,1527.2857142857142,25.857142857142858
9321,2020-08-22,North Carolina,158889,2521,1519,27,1552.7142857142858,25.428571428571427
9322,2020-08-23,North Carolina,160106,2531,1217,10,1600.0,26.285714285714285
9323,2020-08-24,North Carolina,161601,2535,1495,4,1634.0,26.714285714285715
9324,2020-08-25,North Carolina,162995,2570,1394,35,1636.142857142857,24.857142857142858
9325,2020-08-26,North Carolina,165156,2606,2161,36,1652.142857142857,25.0
9326,2020-08-27,North Carolina,167143,2630,1987,24,1651.857142857143,23.571428571428573
9327,2020-08-28,North Carolina,168682,2652,1539,22,1616.0,22.571428571428573
9328,2020-08-29,North Carolina,170377,2683,1695,31,1641.142857142857,23.142857142857142
9329,2020-08-30,North Carolina,171487,2692,1110,9,1625.857142857143,23.0
9330,2020-08-31,North Carolina,172879,2702,1392,10,1611.142857142857,23.857142857142858
9331,2020-09-01,North Carolina,174221,2741,1342,39,1603.7142857142858,24.428571428571427
9332,2020-09-02,North Carolina,176173,2779,1952,38,1573.857142857143,24.714285714285715
9333,2020-09-03,North Carolina,177877,2803,1704,24,1533.4285714285713,24.714285714285715
9334,2020-09-04,North Carolina,179534,2839,1657,36,1550.2857142857142,26.714285714285715
9335,2020-09-05,North Carolina,180695,2889,1161,50,1474.0,29.428571428571427
9336,2020-09-06,North Carolina,181517,2890,822,1,1432.857142857143,28.285714285714285
9337,2020-09-07,North Carolina,182334,2897,817,7,1350.7142857142858,27.857142857142858
9338,2020-09-08,North Carolina,183399,2909,1065,12,1311.142857142857,24.0
9339,2020-09-09,North Carolina,184649,2958,1250,49,1210.857142857143,25.571428571428573
9340,2020-09-10,North Carolina,186339,2990,1690,32,1208.857142857143,26.714285714285715
9341,2020-09-11,North Carolina,187841,3023,1502,33,1186.7142857142858,26.285714285714285
9342,2020-09-12,North Carolina,188945,3047,1104,24,1178.5714285714287,22.571428571428573
9343,2020-09-13,North Carolina,189768,3052,823,5,1178.7142857142858,23.142857142857142
9344,2020-09-14,North Carolina,191028,3060,1260,8,1242.0,23.285714285714285
9345,2020-09-15,North Carolina,192394,3111,1366,51,1285.0,28.857142857142858
9346,2020-09-16,North Carolina,194062,3149,1668,38,1344.7142857142858,27.285714285714285
9347,2020-09-17,North Carolina,195610,3180,1548,31,1324.4285714285713,27.142857142857142
9348,2020-09-18,North Carolina,197128,3207,1518,27,1326.7142857142858,26.285714285714285
9349,2020-09-19,North Carolina,198266,3235,1138,28,1331.5714285714287,26.857142857142858
9350,2020-09-20,North Carolina,199085,3243,819,8,1331.0,27.285714285714285
9351,2020-09-21,North Carolina,200287,3247,1202,4,1322.7142857142858,26.714285714285715
9352,2020-09-22,North Carolina,201411,3286,1124,39,1288.142857142857,25.0
9353,2020-09-23,North Carolina,203166,3316,1755,30,1300.5714285714287,23.857142857142858
9354,2020-09-24,North Carolina,204875,3356,1709,40,1323.5714285714287,25.142857142857142
9355,2020-09-25,North Carolina,206549,3409,1674,53,1345.857142857143,28.857142857142858
9356,2020-09-26,North Carolina,207774,3440,1225,31,1358.2857142857142,29.285714285714285
9357,2020-09-27,North Carolina,208566,3441,792,1,1354.4285714285713,28.285714285714285
9358,2020-09-28,North Carolina,209718,3445,1152,4,1347.2857142857142,28.285714285714285
9359,2020-09-29,North Carolina,210543,3494,825,49,1304.5714285714287,29.714285714285715
9360,2020-09-30,North Carolina,210632,3532,89,38,1066.5714285714287,30.857142857142858
9361,2020-10-01,North Carolina,212898,3579,2266,47,1146.142857142857,31.857142857142858
9362,2020-10-02,North Carolina,214684,3608,1786,29,1162.142857142857,28.428571428571427
9363,2020-10-03,North Carolina,216886,3629,2202,21,1301.7142857142858,27.0
9364,2020-10-04,North Carolina,217496,3634,610,5,1275.7142857142858,27.571428571428573
9365,2020-10-05,North Carolina,219754,3637,2258,3,1433.7142857142858,27.428571428571427
9366,2020-10-06,North Carolina,221258,3670,1504,33,1530.7142857142858,25.142857142857142
9367,2020-10-07,North Carolina,222969,3693,1711,23,1762.4285714285713,23.0
9368,2020-10-08,North Carolina,225397,3722,2428,29,1785.5714285714287,20.428571428571427
9369,2020-10-09,North Carolina,227431,3747,2034,25,1821.0,19.857142857142858
9370,2020-10-10,North Carolina,229752,3765,2321,18,1838.0,19.428571428571427
9371,2020-10-11,North Carolina,231471,3770,1719,5,1996.4285714285713,19.428571428571427
9372,2020-10-12,North Carolina,232747,3773,1276,3,1856.142857142857,19.428571428571427
9373,2020-10-13,North Carolina,234481,3816,1734,43,1889.0,20.857142857142858
9374,2020-10-14,North Carolina,236407,3856,1926,40,1919.7142857142858,23.285714285714285
9375,2020-10-15,North Carolina,238939,3874,2532,18,1934.5714285714287,21.714285714285715
9376,2020-10-16,North Carolina,241623,3910,2684,36,2027.4285714285713,23.285714285714285
9377,2020-10-17,North Carolina,243725,3929,2102,19,1996.142857142857,23.428571428571427
9378,2020-10-18,North Carolina,246028,3934,2303,5,2079.5714285714284,23.428571428571427
9379,2020-10-19,North Carolina,247172,3939,1144,5,2060.714285714286,23.714285714285715
9380,2020-10-20,North Carolina,248750,3992,1578,53,2038.4285714285713,25.142857142857142
9381,2020-10-21,North Carolina,250592,4032,1842,40,2026.4285714285713,25.142857142857142
9382,2020-10-22,North Carolina,252992,4082,2400,50,2007.5714285714287,29.714285714285715
9383,2020-10-23,North Carolina,255708,4114,2716,32,2012.142857142857,29.142857142857142
9384,2020-01-22,North Dakota,0,0,0,0,,
9385,2020-01-23,North Dakota,0,0,0,0,,
9386,2020-01-24,North Dakota,0,0,0,0,,
9387,2020-01-25,North Dakota,0,0,0,0,,
9388,2020-01-26,North Dakota,0,0,0,0,,
9389,2020-01-27,North Dakota,0,0,0,0,,
9390,2020-01-28,North Dakota,0,0,0,0,0.0,0.0
9391,2020-01-29,North Dakota,0,0,0,0,0.0,0.0
9392,2020-01-30,North Dakota,0,0,0,0,0.0,0.0
9393,2020-01-31,North Dakota,0,0,0,0,0.0,0.0
9394,2020-02-01,North Dakota,0,0,0,0,0.0,0.0
9395,2020-02-02,North Dakota,0,0,0,0,0.0,0.0
9396,2020-02-03,North Dakota,0,0,0,0,0.0,0.0
9397,2020-02-04,North Dakota,0,0,0,0,0.0,0.0
9398,2020-02-05,North Dakota,0,0,0,0,0.0,0.0
9399,2020-02-06,North Dakota,0,0,0,0,0.0,0.0
9400,2020-02-07,North Dakota,0,0,0,0,0.0,0.0
9401,2020-02-08,North Dakota,0,0,0,0,0.0,0.0
9402,2020-02-09,North Dakota,0,0,0,0,0.0,0.0
9403,2020-02-10,North Dakota,0,0,0,0,0.0,0.0
9404,2020-02-11,North Dakota,0,0,0,0,0.0,0.0
9405,2020-02-12,North Dakota,0,0,0,0,0.0,0.0
9406,2020-02-13,North Dakota,0,0,0,0,0.0,0.0
9407,2020-02-14,North Dakota,0,0,0,0,0.0,0.0
9408,2020-02-15,North Dakota,0,0,0,0,0.0,0.0
9409,2020-02-16,North Dakota,0,0,0,0,0.0,0.0
9410,2020-02-17,North Dakota,0,0,0,0,0.0,0.0
9411,2020-02-18,North Dakota,0,0,0,0,0.0,0.0
9412,2020-02-19,North Dakota,0,0,0,0,0.0,0.0
9413,2020-02-20,North Dakota,0,0,0,0,0.0,0.0
9414,2020-02-21,North Dakota,0,0,0,0,0.0,0.0
9415,2020-02-22,North Dakota,0,0,0,0,0.0,0.0
9416,2020-02-23,North Dakota,0,0,0,0,0.0,0.0
9417,2020-02-24,North Dakota,0,0,0,0,0.0,0.0
9418,2020-02-25,North Dakota,0,0,0,0,0.0,0.0
9419,2020-02-26,North Dakota,0,0,0,0,0.0,0.0
9420,2020-02-27,North Dakota,0,0,0,0,0.0,0.0
9421,2020-02-28,North Dakota,0,0,0,0,0.0,0.0
9422,2020-02-29,North Dakota,0,0,0,0,0.0,0.0
9423,2020-03-01,North Dakota,0,0,0,0,0.0,0.0
9424,2020-03-02,North Dakota,0,0,0,0,0.0,0.0
9425,2020-03-03,North Dakota,0,0,0,0,0.0,0.0
9426,2020-03-04,North Dakota,0,0,0,0,0.0,0.0
9427,2020-03-05,North Dakota,0,0,0,0,0.0,0.0
9428,2020-03-06,North Dakota,0,0,0,0,0.0,0.0
9429,2020-03-07,North Dakota,0,0,0,0,0.0,0.0
9430,2020-03-08,North Dakota,0,0,0,0,0.0,0.0
9431,2020-03-09,North Dakota,0,0,0,0,0.0,0.0
9432,2020-03-10,North Dakota,0,0,0,0,0.0,0.0
9433,2020-03-11,North Dakota,0,0,0,0,0.0,0.0
9434,2020-03-12,North Dakota,1,0,1,0,0.14285714285714285,0.0
9435,2020-03-13,North Dakota,1,0,0,0,0.14285714285714285,0.0
9436,2020-03-14,North Dakota,1,0,0,0,0.14285714285714285,0.0
9437,2020-03-15,North Dakota,1,0,0,0,0.14285714285714285,0.0
9438,2020-03-16,North Dakota,1,0,0,0,0.14285714285714285,0.0
9439,2020-03-17,North Dakota,3,0,2,0,0.42857142857142855,0.0
9440,2020-03-18,North Dakota,6,0,3,0,0.8571428571428571,0.0
9441,2020-03-19,North Dakota,19,0,13,0,2.5714285714285716,0.0
9442,2020-03-20,North Dakota,26,0,7,0,3.5714285714285716,0.0
9443,2020-03-21,North Dakota,28,0,2,0,3.857142857142857,0.0
9444,2020-03-22,North Dakota,28,0,0,0,3.857142857142857,0.0
9445,2020-03-23,North Dakota,30,0,2,0,4.142857142857143,0.0
9446,2020-03-24,North Dakota,36,0,6,0,4.714285714285714,0.0
9447,2020-03-25,North Dakota,45,0,9,0,5.571428571428571,0.0
9448,2020-03-26,North Dakota,51,0,6,0,4.571428571428571,0.0
9449,2020-03-27,North Dakota,68,1,17,1,6.0,0.14285714285714285
9450,2020-03-28,North Dakota,94,1,26,0,9.428571428571429,0.14285714285714285
9451,2020-03-29,North Dakota,98,1,4,0,10.0,0.14285714285714285
9452,2020-03-30,North Dakota,109,2,11,1,11.285714285714286,0.2857142857142857
9453,2020-03-31,North Dakota,122,3,13,1,12.285714285714286,0.42857142857142855
9454,2020-04-01,North Dakota,142,3,20,0,13.857142857142858,0.42857142857142855
9455,2020-04-02,North Dakota,159,3,17,0,15.428571428571429,0.42857142857142855
9456,2020-04-03,North Dakota,173,3,14,0,15.0,0.2857142857142857
9457,2020-04-04,North Dakota,186,3,13,0,13.142857142857142,0.2857142857142857
9458,2020-04-05,North Dakota,207,3,21,0,15.571428571428571,0.2857142857142857
9459,2020-04-06,North Dakota,225,3,18,0,16.571428571428573,0.14285714285714285
9460,2020-04-07,North Dakota,237,4,12,1,16.428571428571427,0.14285714285714285
9461,2020-04-08,North Dakota,251,4,14,0,15.571428571428571,0.14285714285714285
