Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,Central/Outlying County,FIPS_combined,FIPS_population,mix_index,mix_index_population
,"St. Louis-St. Charles-Farmington, MO-IL",Macoupin County,Illinois,Outlying,17117,45719,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",Madison County,Illinois,Central,17119,265670,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",Monroe County,Illinois,Central,17133,33936,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",St. Clair County,Illinois,Central,17163,263463,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",Franklin County,Missouri,Outlying,29071,102781,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",Jefferson County,Missouri,Central,29099,223302,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",Lincoln County,Missouri,Outlying,29113,55563,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",St. Charles County,Missouri,Central,29183,389985,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",St. Louis County,Missouri,Central,29189,998684,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",Warren County,Missouri,Outlying,29219,33908,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"St. Louis-St. Charles-Farmington, MO-IL",St. Louis city,Missouri,Central,29510,311273,"St. Louis-St. Charles-Farmington, MO-IL",2909977.0
,"Portland-Vancouver-Salem, OR-WA",Marion County,Oregon,Central,41047,335553,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Portland-Vancouver-Salem, OR-WA",Polk County,Oregon,Central,41053,81427,"Portland-Vancouver-Salem, OR-WA",3152673.0
,"Salt Lake City-Provo-Orem, UT",Salt Lake County,Utah,Central,49035,1120805,"Salt Lake City-Provo-Orem, UT",2511156.0
,"Salt Lake City-Provo-Orem, UT",Tooele County,Utah,Outlying,49045,65185,"Salt Lake City-Provo-Orem, UT",2511156.0
,"San Antonio-New Braunfels-Pearsall, TX",Atascosa County,Texas,Outlying,48013,48828,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"San Antonio-New Braunfels-Pearsall, TX",Bandera County,Texas,Outlying,48019,21763,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"San Antonio-New Braunfels-Pearsall, TX",Bexar County,Texas,Central,48029,1925865,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"San Antonio-New Braunfels-Pearsall, TX",Comal County,Texas,Central,48091,135097,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"San Antonio-New Braunfels-Pearsall, TX",Guadalupe County,Texas,Central,48187,155137,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"San Antonio-New Braunfels-Pearsall, TX",Kendall County,Texas,Outlying,48259,41982,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"San Antonio-New Braunfels-Pearsall, TX",Medina County,Texas,Outlying,48325,49334,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"San Antonio-New Braunfels-Pearsall, TX",Wilson County,Texas,Outlying,48493,48198,"San Antonio-New Braunfels-Pearsall, TX",2445598.0
,"Cleveland-Akron-Canton, OH",Erie County,Ohio,Central,39043,75136,"Cleveland-Akron-Canton, OH",3607736.0
"Oakland-Berkeley-Livermore, CA","San Jose-San Francisco-Oakland, CA",Alameda County,California,Central,06001,1643700,"Oakland-Berkeley-Livermore, CA",2776947.0
"Oakland-Berkeley-Livermore, CA","San Jose-San Francisco-Oakland, CA",Contra Costa County,California,Outlying,06013,1133247,"Oakland-Berkeley-Livermore, CA",2776947.0
,"San Jose-San Francisco-Oakland, CA",San Benito County,California,Outlying,06069,59416,"San Jose-San Francisco-Oakland, CA",4876346.0
,"San Jose-San Francisco-Oakland, CA",Santa Clara County,California,Central,06085,1922200,"San Jose-San Francisco-Oakland, CA",4876346.0
,"San Juan-Bayamón, PR",Aguas Buenas Municipio,Puerto Rico,Central,72007,26275,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Aibonito Municipio,Puerto Rico,Central,72009,23457,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Barceloneta Municipio,Puerto Rico,Outlying,72017,24299,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Barranquitas Municipio,Puerto Rico,Central,72019,28755,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Bayamón Municipio,Puerto Rico,Central,72021,182955,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Caguas Municipio,Puerto Rico,Central,72025,131363,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Canóvanas Municipio,Puerto Rico,Central,72029,46108,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Carolina Municipio,Puerto Rico,Central,72031,157453,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Cataño Municipio,Puerto Rico,Central,72033,24888,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Cayey Municipio,Puerto Rico,Central,72035,44530,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Ceiba Municipio,Puerto Rico,Outlying,72037,11853,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Ciales Municipio,Puerto Rico,Central,72039,16912,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Cidra Municipio,Puerto Rico,Central,72041,40343,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Comerío Municipio,Puerto Rico,Central,72045,19539,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Corozal Municipio,Puerto Rico,Central,72047,34165,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Dorado Municipio,Puerto Rico,Central,72051,37208,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Fajardo Municipio,Puerto Rico,Outlying,72053,32001,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Florida Municipio,Puerto Rico,Outlying,72054,11910,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Guaynabo Municipio,Puerto Rico,Central,72061,88663,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Gurabo Municipio,Puerto Rico,Central,72063,46894,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Humacao Municipio,Puerto Rico,Central,72069,53466,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Juncos Municipio,Puerto Rico,Central,72077,39128,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Las Piedras Municipio,Puerto Rico,Central,72085,37768,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Loíza Municipio,Puerto Rico,Central,72087,26463,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Luquillo Municipio,Puerto Rico,Outlying,72089,18547,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Manatí Municipio,Puerto Rico,Central,72091,39692,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Maunabo Municipio,Puerto Rico,Outlying,72095,11023,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Morovis Municipio,Puerto Rico,Central,72101,31320,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Naguabo Municipio,Puerto Rico,Outlying,72103,26266,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Naranjito Municipio,Puerto Rico,Central,72105,28557,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Orocovis Municipio,Puerto Rico,Central,72107,21407,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Río Grande Municipio,Puerto Rico,Central,72119,50550,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",San Juan Municipio,Puerto Rico,Central,72127,344606,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",San Lorenzo Municipio,Puerto Rico,Central,72129,37873,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Toa Alta Municipio,Puerto Rico,Central,72135,73405,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Toa Baja Municipio,Puerto Rico,Central,72137,79726,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Trujillo Alto Municipio,Puerto Rico,Central,72139,67780,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Vega Alta Municipio,Puerto Rico,Central,72143,37724,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Vega Baja Municipio,Puerto Rico,Central,72145,53371,"San Juan-Bayamón, PR",2432066.0
,"San Juan-Bayamón, PR",Yabucoa Municipio,Puerto Rico,Central,72151,34149,"San Juan-Bayamón, PR",2432066.0
,"San Jose-San Francisco-Oakland, CA",Santa Cruz County,California,Central,06087,273765,"San Jose-San Francisco-Oakland, CA",4876346.0
,"San Jose-San Francisco-Oakland, CA",Sonoma County,California,Central,06097,501317,"San Jose-San Francisco-Oakland, CA",4876346.0
"Seattle-Bellevue-Kent, WA","Seattle-Tacoma, WA",King County,Washington,Central,53033,2163257,"Seattle-Bellevue-Kent, WA",2949877.0
"Seattle-Bellevue-Kent, WA","Seattle-Tacoma, WA",Snohomish County,Washington,Central,53061,786620,"Seattle-Bellevue-Kent, WA",2949877.0
,"Indianapolis-Carmel-Muncie, IN",Jackson County,Indiana,Central,18071,43938,"Indianapolis-Carmel-Muncie, IN",2389982.0
,"Charlotte-Concord, NC-SC",Cleveland County,North Carolina,Central,37045,97159,"Charlotte-Concord, NC-SC",2656704.0
,"Nashville-Davidson--Murfreesboro, TN",Bedford County,Tennessee,Central,47003,47558,"Nashville-Davidson--Murfreesboro, TN",1962224.0
,"San Jose-San Francisco-Oakland, CA",San Joaquin County,California,Central,06077,732212,"San Jose-San Francisco-Oakland, CA",4876346.0
,"Orlando-Lakeland-Deltona, FL",Sumter County,Florida,Central,12119,120999,"Orlando-Lakeland-Deltona, FL",3901932.0
,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Upson County,Georgia,Central,13293,26216,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",6584708.0
,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Stephens County,Georgia,Central,13257,25676,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",6584708.0
,"New York-Newark, NY-NJ-CT-PA",Litchfield County,Connecticut,Central,09005,183031,"New York-Newark, NY-NJ-CT-PA",3374490.0
,"New York-Newark, NY-NJ-CT-PA",Mercer County,New Jersey,Central,34021,368762,"New York-Newark, NY-NJ-CT-PA",3374490.0
,"Sacramento-Roseville, CA",Nevada County,California,Central,06057,99092,"Sacramento-Roseville, CA",2562195.0
,"San Jose-San Francisco-Oakland, CA",Solano County,California,Central,06095,438530,"San Jose-San Francisco-Oakland, CA",4876346.0
,"Virginia Beach-Norfolk, VA-NC",Camden County,North Carolina,Outlying,37029,10447,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Currituck County,North Carolina,Outlying,37053,25796,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Gates County,North Carolina,Outlying,37073,11563,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Gloucester County,Virginia,Central,51073,37161,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Isle of Wight County,Virginia,Outlying,51093,36372,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",James City County,Virginia,Outlying,51095,74153,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Mathews County,Virginia,Outlying,51115,8796,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Southampton County,Virginia,Outlying,51175,17939,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",York County,Virginia,Central,51199,67587,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Chesapeake city,Virginia,Central,51550,237820,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Franklin city,Virginia,Outlying,51620,8211,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Hampton city,Virginia,Central,51650,135583,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Newport News city,Virginia,Central,51700,180145,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Norfolk city,Virginia,Central,51710,245592,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Poquoson city,Virginia,Central,51735,12039,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Portsmouth city,Virginia,Central,51740,95311,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Suffolk city,Virginia,Central,51800,89160,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Virginia Beach city,Virginia,Central,51810,450135,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Virginia Beach-Norfolk, VA-NC",Williamsburg city,Virginia,Outlying,51830,14788,"Virginia Beach-Norfolk, VA-NC",1847277.0
,"Kansas City-Overland Park-Kansas City, MO-KS",Johnson County,Missouri,Central,29101,53689,"Kansas City-Overland Park-Kansas City, MO-KS",2448345.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",District of Columbia,District of Columbia,Central,11001,684498,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Calvert County,Maryland,Outlying,24009,91082,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charles County,Maryland,Outlying,24017,157671,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince George's County,Maryland,Central,24033,906202,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Arlington County,Virginia,Central,51013,231803,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Clarke County,Virginia,Outlying,51043,14365,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Culpeper County,Virginia,Outlying,51047,50450,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax County,Virginia,Central,51059,1143529,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fauquier County,Virginia,Central,51061,69115,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Loudoun County,Virginia,Central,51107,385143,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Madison County,Virginia,Outlying,51113,13139,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince William County,Virginia,Central,51153,456749,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Rappahannock County,Virginia,Outlying,51157,7332,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Spotsylvania County,Virginia,Outlying,51177,131412,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Stafford County,Virginia,Central,51179,144012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Warren County,Virginia,Outlying,51187,39449,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Alexandria city,Virginia,Central,51510,156505,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax city,Virginia,Central,51600,23865,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Falls Church city,Virginia,Central,51610,14067,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fredericksburg city,Virginia,Outlying,51630,28469,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas city,Virginia,Central,51683,41457,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas Park city,Virginia,Central,51685,16423,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Jefferson County,West Virginia,Outlying,54037,56179,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4862916.0
,"Columbus-Marion-Zanesville, OH",Fayette County,Ohio,Central,39047,28645,"Columbus-Marion-Zanesville, OH",2456974.0
,"Milwaukee-Racine-Waukesha, WI",Jefferson County,Wisconsin,Central,55055,84652,"Milwaukee-Racine-Waukesha, WI",2046746.0
,"Orlando-Lakeland-Deltona, FL",Hardee County,Florida,Central,12049,27228,"Orlando-Lakeland-Deltona, FL",3901932.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Jefferson County,Ohio,Central,39081,66886,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Brooke County,West Virginia,Central,54009,22772,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Hancock County,West Virginia,Central,54029,29680,"Pittsburgh-New Castle-Weirton, PA-OH-WV",2632416.0
,"Milwaukee-Racine-Waukesha, WI",Walworth County,Wisconsin,Central,55127,103013,"Milwaukee-Racine-Waukesha, WI",2046746.0
,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Clinton County,Ohio,Central,39027,41896,"Cincinnati-Wilmington-Maysville, OH-KY-IN",2250716.0
,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Virginia,Central,51069,85153,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",3512978.0
,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Winchester city,Virginia,Central,51840,27789,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",3512978.0
,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Hampshire County,West Virginia,Outlying,54027,23363,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",3512978.0
,"Greensboro--Winston-Salem--High Point, NC",Davidson County,North Carolina,Central,37057,164664,"Greensboro--Winston-Salem--High Point, NC",1652283.0
,"Greensboro--Winston-Salem--High Point, NC",Davie County,North Carolina,Central,37059,41991,"Greensboro--Winston-Salem--High Point, NC",1652283.0
,"Greensboro--Winston-Salem--High Point, NC",Forsyth County,North Carolina,Central,37067,371573,"Greensboro--Winston-Salem--High Point, NC",1652283.0
,"Greensboro--Winston-Salem--High Point, NC",Stokes County,North Carolina,Central,37169,45905,"Greensboro--Winston-Salem--High Point, NC",1652283.0
,"Greensboro--Winston-Salem--High Point, NC",Yadkin County,North Carolina,Outlying,37197,37665,"Greensboro--Winston-Salem--High Point, NC",1652283.0
,"Cleveland-Akron-Canton, OH",Wayne County,Ohio,Central,39169,116208,"Cleveland-Akron-Canton, OH",3607736.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Windham County,Connecticut,Central,09015,116538,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Boston-Worcester-Providence, MA-RI-NH-CT",Worcester County,Massachusetts,Central,25027,822280,"Boston-Worcester-Providence, MA-RI-NH-CT",3389203.0
,"Sacramento-Roseville, CA",Sutter County,California,Central,06101,95872,"Sacramento-Roseville, CA",2562195.0
,"Sacramento-Roseville, CA",Yuba County,California,Central,06115,75493,"Sacramento-Roseville, CA",2562195.0
,"Columbus-Marion-Zanesville, OH",Muskingum County,Ohio,Central,39119,86076,"Columbus-Marion-Zanesville, OH",2456974.0
